notch_applied,notch,bpf_applied,bandpass,HPF,LPF,int_applied,reref_applied,reref_type,reref_channels,down_applied,downfreq
True,50,True,"{'order': 3, 'ftype': 'butter'}",1,15,False,True,Mastoids,"['M1', 'M2']",True,128
