,keystroke_idx,time,type,prev_keystrokes
0,0,174,other,
1,1,300,other,
2,2,417,other,
3,3,534,other,
4,4,653,other,
5,5,1476,other,
6,6,1589,other,
7,7,1717,other,
8,8,1838,other,
9,9,2403,other,
10,10,2515,other,
11,11,2632,first,0
12,12,2762,other,
13,13,3194,other,
14,14,3309,other,
15,15,3415,other,
16,16,3527,other,
17,17,3909,other,
18,18,4028,other,
19,19,4138,other,
20,20,4504,other,
21,21,4625,other,
22,22,4742,first,10
23,23,5182,other,
24,24,5530,other,
25,25,5644,other,
26,26,5746,other,
27,27,5852,first,4
28,28,6053,other,
29,29,6191,other,
30,30,6296,other,
31,31,6480,other,
32,32,6593,other,
33,33,6867,first,5
34,34,7065,other,
35,35,7195,other,
36,36,7309,other,
37,37,7425,other,
38,38,7549,other,
39,39,7694,other,
40,40,7830,other,
41,41,8754,first,7
42,42,8879,other,
43,43,9008,other,
44,44,9446,other,
45,45,9588,other,
46,46,9725,other,
47,47,10048,other,
48,48,10295,other,
49,49,10430,other,
50,50,10815,first,8
51,51,10947,other,
52,52,11073,other,
53,53,11211,other,
54,54,11371,other,
55,55,11698,first,4
56,56,11844,other,
57,57,11980,other,
58,58,12107,other,
59,59,12251,other,
60,60,12391,other,
61,61,13060,other,
62,62,13190,other,
63,63,13325,other,
64,64,13665,other,
65,65,13808,other,
66,66,13947,other,
67,67,14094,first,11
68,68,14395,other,
69,69,14512,other,
70,70,14636,other,
71,71,14863,other,
72,72,14991,other,
73,73,15116,other,
74,74,15898,first,6
75,75,16031,first,0
76,76,16157,other,
77,77,16670,other,
78,78,16791,other,
79,79,16922,other,
80,80,17231,other,
81,81,17362,other,
82,82,17496,first,6
83,83,17737,other,
84,84,17842,other,
85,85,17974,other,
86,86,18448,other,
87,87,18568,other,
88,88,18674,other,
89,89,18785,other,
90,90,18897,other,
91,91,19016,other,
92,92,19509,other,
93,93,19612,other,
94,94,19716,other,
95,95,19962,other,
96,96,20520,other,
97,97,20902,other,
98,98,21017,first,15
99,99,21128,other,
100,100,21241,other,
101,101,21652,other,
102,102,21763,other,
103,103,21868,other,
104,104,21977,other,
105,105,22753,other,
106,106,22859,other,
107,107,22970,other,
108,108,23079,other,
109,109,23193,other,
110,110,23309,other,
111,111,23795,other,
112,112,23899,other,
113,113,24005,other,
114,114,24106,first,15
115,115,24968,first,0
116,116,25092,other,
117,117,25205,other,
118,118,25693,other,
119,119,25815,other,
120,120,25925,other,
121,121,26860,first,5
122,122,26961,other,
123,123,27062,other,
124,124,27765,other,
125,125,27870,other,
126,126,27971,other,
127,127,28660,other,
128,128,28848,other,
129,129,28950,other,
130,130,29052,other,
131,131,29654,other,
132,132,29771,first,10
133,133,29880,other,
134,134,29986,other,
135,135,31547,other,
136,136,31654,other,
137,137,31759,other,
138,138,31872,other,
139,139,31998,other,
140,140,33393,other,
141,141,33504,first,8
142,142,33605,other,
143,143,33815,other,
144,144,34427,other,
145,145,34543,other,
146,146,34647,other,
147,147,35055,other,
148,148,35164,other,
149,149,35277,other,
150,150,35378,other,
151,151,35486,other,
152,152,36004,other,
153,153,36193,other,
154,154,36298,other,
155,155,36756,other,
156,156,36941,other,
157,157,37122,other,
158,158,37805,first,16
159,159,37987,other,
160,160,38185,first,1
161,161,38611,other,
162,162,38724,other,
163,163,38912,other,
164,164,39370,other,
165,165,39475,other,
166,166,39576,other,
167,167,39681,other,
168,168,40237,other,
169,169,40342,other,
170,170,40529,other,
171,171,41228,first,10
172,172,41411,other,
173,173,42041,other,
174,174,42240,other,
175,175,42342,other,
176,176,42935,other,
177,177,43041,other,
178,178,43144,other,
179,179,43251,other,
180,180,43728,other,
181,181,43910,other,
182,182,44545,first,10
183,183,44649,other,
184,184,44751,other,
185,185,44949,other,
186,186,45064,other,
187,187,46921,first,4
188,188,47035,other,
189,189,47144,other,
190,190,47249,other,
191,191,47366,other,
192,192,48345,first,4
193,193,48457,other,
194,194,48573,other,
195,195,48719,other,
196,196,48825,first,3
197,197,49546,other,
198,198,49655,other,
199,199,49798,other,
200,200,49903,other,
201,201,50010,other,
202,202,50902,other,
203,203,51011,other,
204,204,51113,other,
205,205,51288,other,
206,206,52287,other,
207,207,52392,other,
208,208,52499,other,
209,209,52611,other,
210,210,53191,first,13
211,211,53311,other,
212,212,53423,other,
213,213,53541,other,
214,214,53813,other,
215,215,54408,other,
216,216,54519,other,
217,217,54631,other,
218,218,54759,other,
219,219,55448,other,
220,220,55560,other,
221,221,55695,other,
222,222,55828,other,
223,223,55947,other,
224,224,56496,other,
225,225,56615,first,14
226,226,56727,other,
227,227,56852,other,
228,228,56988,other,
229,229,58098,first,3
230,230,58217,other,
231,231,58327,other,
232,232,58449,other,
233,233,58555,first,3
234,234,59540,other,
235,235,59657,other,
236,236,59765,other,
237,237,59875,other,
238,238,60457,first,4
239,239,60622,other,
240,240,60743,other,
241,241,61369,other,
242,242,61487,other,
243,243,61604,other,
244,244,61714,other,
245,245,61816,other,
246,246,61926,other,
247,247,62033,other,
248,248,62147,other,
249,249,62270,other,
250,250,63016,other,
251,251,63117,other,
252,252,63224,other,
253,253,63435,other,
254,254,63548,first,15
255,255,63664,other,
256,256,63767,other,
257,257,63889,other,
258,258,64986,other,
259,259,65092,other,
260,260,65196,other,
261,261,65301,other,
262,262,65406,other,
263,263,65747,other,
264,264,65854,other,
265,265,65955,other,
266,266,66149,other,
267,267,66711,other,
268,268,66821,other,
269,269,66934,other,
270,270,67046,other,
271,271,67912,first,16
272,272,68110,other,
273,273,68217,other,
274,274,69229,other,
275,275,69426,first,3
276,276,69527,other,
277,277,70562,first,1
278,278,70671,other,
279,279,70783,other,
280,280,70938,other,
281,281,71472,other,
282,282,71578,other,
283,283,71683,other,
284,284,71968,other,
285,285,72079,other,
286,286,72190,other,
287,287,72359,first,9
288,288,72539,other,
289,289,72660,other,
290,290,72780,other,
291,291,73035,other,
292,292,73139,other,
293,293,73249,other,
294,294,73418,other,
295,295,73780,other,
296,296,73906,other,
297,297,74019,other,
298,298,75010,first,10
299,299,75113,other,
300,300,75217,other,
301,301,75983,first,2
302,302,76183,first,0
