,keystroke_idx,time,type,prev_keystrokes
0,0,112,other,
1,1,252,other,
2,2,405,first,2
3,3,824,other,
4,4,966,other,
5,5,1124,other,
6,6,1272,other,
7,7,1610,first,4
8,8,1754,other,
9,9,1897,other,
10,10,2039,other,
11,11,2186,other,
12,12,2649,first,4
13,13,2790,other,
14,14,2938,other,
15,15,3082,other,
16,16,3533,other,
17,17,3690,other,
18,18,3845,first,5
19,19,3999,other,
20,20,4450,other,
21,21,4600,other,
22,22,4742,other,
23,23,4896,other,
24,24,5314,other,
25,25,5466,other,
26,26,5625,other,
27,27,5775,other,
28,28,6226,other,
29,29,6371,other,
30,30,6525,first,11
31,31,6679,other,
32,32,7143,other,
33,33,7289,first,2
34,34,7444,other,
35,35,7590,other,
36,36,7742,other,
37,37,8244,other,
38,38,8401,other,
39,39,8567,other,
40,40,8721,other,
41,41,9187,other,
42,42,9340,other,
43,43,9500,other,
44,44,9659,other,
45,45,9816,first,11
46,46,10203,other,
47,47,10364,other,
48,48,10516,other,
49,49,10667,other,
50,50,11033,first,4
51,51,11331,other,
52,52,11479,other,
53,53,11951,first,2
54,54,12102,other,
55,55,12250,other,
56,56,12399,other,
57,57,12793,other,
58,58,12934,other,
59,59,13075,first,5
60,60,13228,other,
61,61,13579,other,
62,62,13725,other,
63,63,13870,other,
64,64,14023,other,
65,65,14320,other,
66,66,14470,other,
67,67,14613,other,
68,68,14760,other,
69,69,15111,other,
70,70,15403,other,
71,71,15552,other,
72,72,15970,other,
73,73,16123,other,
74,74,16280,other,
75,75,16437,other,
76,76,16905,first,16
77,77,17055,other,
78,78,17214,other,
79,79,17370,other,
80,80,17810,other,
81,81,17961,other,
82,82,18108,other,
83,83,18260,other,
84,84,18676,other,
85,85,18817,other,
86,86,18962,other,
87,87,19113,other,
88,88,19537,other,
89,89,19688,other,
90,90,19835,first,13
91,91,19981,other,
92,92,20418,first,1
93,93,20560,other,
94,94,20704,other,
95,95,20855,other,
96,96,21295,other,
97,97,21450,other,
98,98,21600,other,
99,99,21748,other,
100,100,22203,first,7
101,101,22358,other,
102,102,22506,other,
103,103,22652,other,
104,104,23105,other,
105,105,23253,other,
106,106,23388,other,
107,107,23542,other,
108,108,24003,other,
109,109,24151,other,
110,110,24294,other,
111,111,24443,other,
112,112,24873,other,
113,113,25030,other,
114,114,25180,other,
115,115,25331,other,
116,116,25479,first,15
117,117,25907,other,
118,118,26055,other,
119,119,26202,other,
120,120,26352,other,
121,121,26821,other,
122,122,26979,other,
123,123,27129,other,
124,124,27287,other,
125,125,27708,other,
126,126,27857,other,
127,127,28610,other,
128,128,28772,other,
129,129,28924,other,
130,130,29066,first,13
131,131,29498,other,
132,132,29656,other,
133,133,29810,other,
134,134,29961,other,
135,135,30317,other,
136,136,30463,other,
137,137,30615,other,
138,138,31229,other,
139,139,31381,other,
140,140,31532,other,
141,141,31682,other,
142,142,32101,other,
143,143,32240,other,
144,144,32391,other,
145,145,32543,other,
146,146,32834,other,
147,147,32981,other,
148,148,33132,first,17
149,149,33712,other,
150,150,33861,first,1
151,151,34026,other,
152,152,34179,other,
153,153,34459,other,
154,154,34613,other,
155,155,34754,other,
156,156,34899,other,
157,157,35334,other,
158,158,35477,other,
159,159,35629,other,
160,160,35777,other,
161,161,35927,other,
162,162,36269,other,
163,163,36412,first,12
164,164,36566,other,
165,165,36722,other,
166,166,37032,other,
167,167,37178,other,
168,168,37324,other,
169,169,38223,other,
170,170,38660,other,
171,171,38974,other,
172,172,39571,other,
173,173,39731,other,
174,174,39886,other,
175,175,40044,other,
176,176,40581,first,12
177,177,40743,other,
178,178,40903,other,
179,179,41179,other,
180,180,41339,other,
181,181,41492,other,
182,182,42072,other,
183,183,42229,other,
184,184,42388,first,7
185,185,42546,other,
186,186,42984,other,
187,187,43137,other,
188,188,43284,other,
189,189,43871,first,4
190,190,44165,other,
191,191,44322,other,
192,192,44699,first,2
193,193,44847,other,
194,194,45155,other,
195,195,45478,other,
196,196,45787,other,
197,197,45931,other,
198,198,46260,other,
199,199,46418,other,
200,200,46569,other,
201,201,46710,other,
202,202,47040,other,
203,203,47189,other,
204,204,47338,other,
205,205,47487,other,
206,206,47758,other,
207,207,47910,other,
208,208,48054,other,
209,209,48201,other,
210,210,48452,first,17
211,211,48606,other,
212,212,48761,other,
213,213,48909,other,
214,214,49214,other,
215,215,49364,other,
216,216,49511,other,
217,217,49665,other,
218,218,50166,other,
219,219,50327,other,
220,220,50546,other,
221,221,50843,other,
222,222,50995,other,
223,223,51150,other,
224,224,51306,other,
225,225,51655,other,
226,226,51813,other,
227,227,51957,other,
228,228,52116,other,
229,229,53191,first,18
230,230,53354,other,
231,231,54147,first,1
232,232,54619,first,0
233,233,54923,other,
234,234,55066,other,
235,235,55214,other,
236,236,55450,other,
237,237,55702,first,4
238,238,55861,other,
239,239,56003,other,
240,240,56149,other,
241,241,56333,other,
242,242,56479,other,
243,243,56626,other,
244,244,56768,other,
245,245,57067,other,
246,246,57210,other,
247,247,57345,other,
248,248,57501,other,
249,249,57856,other,
250,250,57987,other,
251,251,58120,other,
252,252,58256,other,
253,253,58641,other,
254,254,58791,other,
255,255,58930,other,
256,256,59080,other,
257,257,59372,first,19
258,258,59528,other,
259,259,59674,other,
260,260,59818,other,
261,261,60226,other,
262,262,60599,other,
263,263,61026,other,
264,264,61174,other,
265,265,61318,other,
266,266,61467,other,
267,267,61766,other,
268,268,61909,other,
269,269,62055,other,
270,270,62515,other,
271,271,62660,other,
272,272,62942,first,14
273,273,63216,other,
274,274,63381,other,
275,275,63540,other,
276,276,63689,other,
277,277,64140,other,
278,278,64289,other,
279,279,64430,other,
280,280,64569,other,
281,281,65002,first,8
282,282,65148,other,
283,283,65302,other,
284,284,65445,other,
285,285,65747,other,
286,286,66211,first,4
287,287,66687,other,
288,288,66837,other,
289,289,66994,other,
290,290,67435,other,
291,291,67589,other,
292,292,67746,other,
293,293,67902,other,
294,294,68335,first,7
295,295,68494,other,
296,296,68642,other,
297,297,68788,other,
298,298,69088,other,
299,299,69244,other,
300,300,69396,other,
301,301,70252,first,6
302,302,71067,other,
303,303,71216,other,
304,304,71369,other,
305,305,71722,first,3
306,306,71873,first,0
307,307,72018,first,0
308,308,72161,first,0
309,309,72553,first,0
310,310,72698,first,0
311,311,72850,first,0
312,312,72992,first,0
313,313,73393,first,0
314,314,73690,first,0
315,315,73837,first,0
316,316,74238,first,0
317,317,74421,first,0
