,keystroke_idx,time,type,prev_keystrokes
0,0,130,other,
1,1,237,other,
2,2,347,other,
3,3,701,other,
4,4,807,other,
5,5,912,other,
6,6,1015,other,
7,7,1340,other,
8,8,1447,other,
9,9,1655,other,
10,10,1904,other,
11,11,2011,other,
12,12,2125,other,
13,13,2229,other,
14,14,2457,other,
15,15,2560,first,0
16,16,2664,other,
17,17,2999,other,
18,18,3100,other,
19,19,3285,other,
20,20,3508,other,
21,21,3613,other,
22,22,3714,other,
23,23,4057,other,
24,24,4168,other,
25,25,4370,other,
26,26,4640,other,
27,27,4850,first,11
28,28,4952,other,
29,29,5183,other,
30,30,5287,other,
31,31,5479,other,
32,32,5706,other,
33,33,5810,first,5
34,34,6006,other,
35,35,6213,other,
36,36,6406,other,
37,37,6747,other,
38,38,6936,first,4
39,39,7232,other,
40,40,7419,other,
41,41,7722,other,
42,42,7904,other,
43,43,8195,first,4
44,44,8296,other,
45,45,8467,other,
46,46,8676,other,
47,47,8777,other,
48,48,8938,other,
49,49,9139,other,
50,50,9318,other,
51,51,9658,other,
52,52,9844,other,
53,53,10164,other,
54,54,10374,other,
55,55,10661,other,
56,56,10762,first,12
57,57,10934,other,
58,58,11171,other,
59,59,11276,other,
60,60,11384,other,
61,61,11492,other,
62,62,11716,first,5
63,63,11906,other,
64,64,12214,other,
65,65,12323,other,
66,66,12501,other,
67,67,12789,other,
68,68,12971,other,
69,69,13209,other,
70,70,13385,other,
71,71,13685,other,
72,72,13878,other,
73,73,14101,first,10
74,74,14279,other,
75,75,14573,other,
76,76,14708,other,
77,77,14898,other,
78,78,15080,other,
79,79,15256,other,
80,80,15563,first,6
81,81,15664,other,
82,82,16060,first,1
83,83,16253,other,
84,84,16558,other,
85,85,16660,other,
86,86,16832,other,
87,87,17044,other,
88,88,17203,other,
89,89,17487,first,6
90,90,17657,other,
91,91,17932,other,
92,92,18099,other,
93,93,18258,other,
94,94,18480,other,
95,95,18663,other,
96,96,18816,other,
97,97,19017,other,
98,98,19173,other,
99,99,19343,other,
100,100,19569,other,
101,101,19672,other,
102,102,19837,other,
103,103,20134,other,
104,104,20291,other,
105,105,20660,other,
106,106,20824,other,
107,107,21181,first,17
108,108,21343,other,
109,109,21650,other,
110,110,21812,other,
111,111,22092,other,
112,112,22255,other,
113,113,22553,other,
114,114,22718,other,
115,115,23016,other,
116,116,23174,other,
117,117,23443,other,
118,118,23583,other,
