,keystroke_idx,time,type,prev_keystrokes
0,0,73,other,
1,1,177,other,
2,2,278,other,
3,3,380,other,
4,4,958,other,
5,5,1157,other,
6,6,1692,other,
7,7,1937,other,
8,8,2232,other,
9,9,2419,other,
10,10,2565,first,0
11,11,2853,other,
12,12,3135,other,
13,13,3326,other,
14,14,3560,other,
15,15,3756,other,
16,16,3964,other,
17,17,4439,other,
18,18,4540,other,
19,19,4829,first,8
20,20,4984,other,
21,21,5109,other,
22,22,5636,other,
23,23,6047,first,3
24,24,6299,other,
25,25,6474,other,
26,26,7014,first,2
27,27,7210,other,
28,28,7485,other,
29,29,7679,other,
30,30,8172,other,
31,31,8363,first,4
32,32,8818,other,
33,33,8938,other,
34,34,9043,other,
35,35,9154,other,
36,36,9277,other,
37,37,9388,other,
38,38,9494,other,
39,39,9608,other,
40,40,9963,other,
41,41,10097,other,
42,42,10256,other,
43,43,10924,first,11
44,44,11026,other,
45,45,11225,other,
46,46,11934,first,2
47,47,12035,other,
48,48,12137,other,
49,49,12797,other,
50,50,12990,other,
51,51,13192,other,
52,52,13391,other,
53,53,13929,other,
54,54,14117,first,7
55,55,14331,other,
56,56,14821,other,
57,57,14999,other,
58,58,15593,first,3
59,59,15775,other,
60,60,16339,first,1
61,61,16440,other,
62,62,16635,other,
63,63,17055,other,
64,64,17170,other,
65,65,17368,other,
66,66,17689,first,5
67,67,17883,other,
68,68,18070,other,
69,69,18265,other,
70,70,18370,other,
71,71,19010,other,
72,72,19192,other,
73,73,19376,other,
74,74,19561,other,
75,75,20309,other,
76,76,20481,other,
77,77,20669,other,
78,78,21029,first,11
79,79,21201,other,
80,80,21657,other,
81,81,21826,other,
82,82,21988,other,
83,83,22689,other,
84,84,22864,other,
85,85,23510,other,
86,86,23894,other,
87,87,24065,first,8
88,88,24766,first,0
89,89,24955,other,
90,90,25588,other,
91,91,25765,other,
92,92,25870,other,
93,93,26392,first,4
94,94,26571,other,
95,95,27310,other,
96,96,27457,other,
97,97,28172,other,
98,98,28338,other,
99,99,29244,other,
100,100,29401,other,
101,101,30021,first,7
102,102,30175,other,
103,103,30793,other,
104,104,30936,other,
105,105,31677,other,
106,106,31813,other,
107,107,32396,other,
108,108,32560,other,
109,109,32664,other,
110,110,33495,first,8
111,111,33683,other,
112,112,34503,other,
113,113,34650,other,
114,114,35323,other,
115,115,35500,other,
116,116,36166,other,
117,117,36311,other,
118,118,36454,other,
119,119,36622,other,
120,120,36936,other,
121,121,37076,other,
122,122,37212,other,
123,123,37745,first,12
124,124,37895,other,
125,125,38035,other,
126,126,38473,first,2
127,127,38634,other,
128,128,38751,other,
129,129,38862,other,
130,130,39358,other,
131,131,39523,other,
132,132,39686,other,
133,133,40100,other,
134,134,40282,other,
135,135,40477,other,
136,136,40867,first,9
137,137,41038,other,
138,138,41217,other,
139,139,41676,other,
140,140,41815,other,
141,141,41955,other,
142,142,42303,other,
143,143,42438,other,
144,144,42572,other,
145,145,42710,other,
146,146,43226,other,
147,147,43365,other,
148,148,43504,other,
149,149,43642,other,
150,150,44063,other,
151,151,44212,other,
152,152,44329,other,
153,153,44484,other,
154,154,44765,first,17
155,155,44955,other,
156,156,45093,other,
157,157,45341,other,
158,158,45477,other,
159,159,45620,other,
160,160,45754,other,
161,161,46289,other,
162,162,46420,other,
163,163,46567,other,
164,164,46976,first,9
165,165,47104,other,
166,166,47244,other,
167,167,47754,first,2
168,168,47886,other,
169,169,48015,other,
170,170,48539,other,
171,171,48676,other,
172,172,48812,first,4
173,173,49486,other,
174,174,49831,other,
175,175,50102,other,
176,176,50693,other,
177,177,50836,other,
178,178,50938,other,
179,179,51329,other,
180,180,51476,other,
181,181,51612,other,
182,182,52043,other,
183,183,52187,other,
184,184,52327,other,
185,185,52465,other,
186,186,52892,first,13
187,187,53033,other,
188,188,53252,other,
189,189,53400,other,
190,190,53536,other,
191,191,53937,other,
192,192,54079,other,
193,193,54226,other,
194,194,54509,other,
195,195,54646,other,
196,196,54781,other,
197,197,54922,other,
198,198,55064,other,
199,199,55215,other,
200,200,55724,other,
201,201,55877,other,
202,202,56028,other,
203,203,56742,first,16
204,204,56884,other,
205,205,57020,other,
206,206,57311,other,
207,207,57448,other,
208,208,57592,other,
209,209,57736,other,
210,210,58208,first,6
211,211,58337,other,
212,212,58475,other,
213,213,59026,first,2
214,214,59160,other,
215,215,59300,other,
216,216,59897,other,
217,217,60030,first,3
218,218,60164,other,
219,219,60688,other,
220,220,60828,other,
221,221,60950,other,
222,222,61376,other,
223,223,61486,other,
224,224,61605,other,
225,225,61897,other,
226,226,62020,other,
227,227,62137,other,
228,228,62449,other,
229,229,62580,other,
230,230,62755,other,
231,231,62884,other,
232,232,63083,other,
233,233,63198,other,
234,234,63318,other,
235,235,63438,other,
236,236,64096,first,18
237,237,64240,other,
238,238,64362,other,
239,239,64480,other,
240,240,64598,other,
241,241,65285,other,
242,242,65433,other,
243,243,65585,other,
244,244,66181,other,
245,245,66321,other,
246,246,66467,other,
247,247,67081,first,10
248,248,67199,other,
249,249,67747,other,
250,250,67860,other,
251,251,68561,other,
252,252,68688,other,
253,253,68812,other,
254,254,69330,first,6
255,255,69453,other,
256,256,69997,other,
257,257,70132,other,
258,258,70263,first,3
259,259,71322,other,
260,260,71502,other,
261,261,72650,first,2
262,262,72787,other,
263,263,73250,other,
264,264,73382,other,
265,265,74146,other,
266,266,74276,other,
267,267,74753,first,5
268,268,74880,other,
269,269,75018,other,
270,270,75529,other,
271,271,75681,other,
272,272,76068,first,4
273,273,76199,first,0
274,274,76591,first,0
