,subject,period,musician,epochtype,epochs
0,01,pre,0,all,"[[[-2.08572828e-06 -2.94531469e-06 -3.32215222e-06 ... -2.97800284e-06
   -2.26255474e-06 -1.63232414e-06]
  [-1.24066401e-06 -3.01463729e-06 -4.41875636e-06 ...  4.72842930e-06
    5.38737459e-06  5.36108428e-06]
  [-3.43542570e-06 -4.05199398e-06 -3.95058078e-06 ... -1.67855001e-06
   -1.72705143e-06 -1.63577090e-06]
  ...
  [-4.57263377e-06 -5.36450807e-06 -5.61711158e-06 ...  5.87569821e-06
    5.02716421e-06  3.27140924e-06]
  [-5.47193031e-06 -6.85377154e-06 -7.50182971e-06 ...  1.74899492e-06
    1.33481956e-06  4.18843911e-07]
  [-4.96419580e-06 -5.26510439e-06 -5.15190413e-06 ...  5.44824343e-06
    4.42606643e-06  2.69500310e-06]]

 [[ 3.07626419e-06  4.48821447e-06  5.55528686e-06 ... -1.65400206e-06
   -2.20115339e-06 -2.84025418e-06]
  [ 2.57965530e-06  4.38840243e-06  5.52218125e-06 ... -3.42887347e-06
   -3.28737633e-06 -3.41850296e-06]
  [ 3.78550612e-06  5.54580993e-06  6.88738828e-06 ... -3.17385093e-06
   -3.57095200e-06 -3.96010319e-06]
  ...
  [-7.66336029e-07 -7.23882295e-07 -3.87327219e-07 ...  3.68728979e-06
   -2.09012256e-07 -4.27532268e-06]
  [-1.96971791e-06 -2.07666312e-06 -1.71025431e-06 ...  2.44046828e-06
   -8.94696939e-07 -4.15216209e-06]
  [-2.51546612e-06 -3.20036929e-06 -3.30447233e-06 ... -3.57894305e-06
   -5.85661110e-06 -8.27424992e-06]]

 [[ 3.39435724e-06  2.16189301e-06  6.68758275e-07 ... -3.36821245e-06
   -2.22755580e-06 -1.35556922e-06]
  [ 9.77660306e-07 -3.67474200e-07 -2.18941636e-06 ... -3.45430067e-06
   -2.29085731e-06 -1.41665578e-06]
  [ 3.80146980e-06  3.08019912e-06  1.90279104e-06 ... -4.74204512e-07
    7.09690084e-08  2.00011200e-07]
  ...
  [ 4.10490611e-06  4.09815902e-06  3.04110517e-06 ... -2.82044834e-06
   -3.35856521e-06 -2.80275140e-06]
  [ 3.50981873e-06  3.40393990e-06  2.50501830e-06 ... -1.69461532e-06
   -2.86307341e-06 -2.74851641e-06]
  [ 1.42775741e-06  2.43328464e-06  2.76568676e-06 ... -5.24288771e-06
   -5.73449915e-06 -5.11569897e-06]]

 ...

 [[-1.20926316e-07  1.72744114e-06  3.20254776e-06 ...  1.31818410e-06
    1.99867918e-06  2.30229557e-06]
  [-2.97234919e-07  8.82395739e-07  1.60830052e-06 ... -3.41572968e-06
   -2.34864774e-06 -1.64727510e-06]
  [ 3.21912421e-06  6.25525945e-06  8.41191741e-06 ... -3.72254050e-08
    2.20291852e-07  2.30830167e-07]
  ...
  [ 1.65218023e-06  1.56143153e-06  1.28834586e-06 ... -3.12640373e-06
   -4.73607224e-06 -5.66509379e-06]
  [ 2.25841086e-06  2.01397256e-06  1.52185362e-06 ... -3.06177594e-06
   -4.58267323e-06 -5.56600844e-06]
  [ 6.33937270e-06  6.92520825e-06  7.03507430e-06 ... -3.54165786e-06
   -4.85334976e-06 -5.56589794e-06]]

 [[-2.65998347e-06 -3.11330018e-06 -3.57088288e-06 ... -3.67499706e-06
   -2.53030271e-06 -9.40218115e-07]
  [-6.26012024e-06 -6.40016424e-06 -5.98023189e-06 ... -6.17550859e-06
   -4.28355088e-06 -1.44660748e-06]
  [-1.04890410e-06 -2.47431626e-06 -4.31267426e-06 ... -4.45825799e-06
   -3.17291142e-06 -1.37820643e-06]
  ...
  [ 9.47729677e-06  8.63019068e-06  6.13074189e-06 ...  4.16774401e-06
    5.69503572e-06  5.74010892e-06]
  [ 6.58136560e-06  7.52334063e-06  6.67487575e-06 ...  4.52226459e-06
    5.80767028e-06  5.91710614e-06]
  [ 7.84650456e-06  7.78577669e-06  6.71880480e-06 ...  5.98822044e-06
    7.47030117e-06  7.18890851e-06]]

 [[-5.48282196e-06 -4.07532480e-06 -2.19535946e-06 ... -1.03096443e-06
    7.96463624e-08  8.99901863e-07]
  [-4.99318821e-06 -3.76045728e-06 -2.06095001e-06 ... -5.91690650e-07
    1.11463271e-06  2.29024363e-06]
  [-7.09302594e-06 -4.82325822e-06 -2.30898104e-06 ... -2.94903202e-06
   -1.34984737e-06 -4.44573232e-07]
  ...
  [-1.33271524e-05 -1.13682099e-05 -8.70683925e-06 ...  2.26491011e-06
    2.00345016e-06  5.43767328e-07]
  [-1.33139147e-05 -1.04398550e-05 -6.79410005e-06 ...  2.16890453e-06
    5.28510157e-07 -1.82370479e-06]
  [-1.02584199e-05 -9.57419888e-06 -8.17793625e-06 ...  4.37679091e-06
    2.45796423e-06 -6.40859355e-07]]]"
1,01,post,0,all,"[[[-1.71633667e-06 -2.85708529e-06 -4.04227512e-06 ...  1.06693096e-06
   -1.10999463e-06 -2.89841273e-06]
  [-2.53056373e-06 -3.23644122e-06 -3.70905150e-06 ...  1.48155564e-07
   -2.16119861e-06 -4.20815149e-06]
  [-3.68615838e-06 -4.32978732e-06 -4.97362953e-06 ...  1.02550177e-06
   -1.11688462e-06 -2.93629137e-06]
  ...
  [-6.84095949e-06 -4.55606823e-06 -2.73236606e-06 ...  7.80311802e-06
    6.48211153e-06  5.32858257e-06]
  [-6.51798427e-06 -4.28738394e-06 -2.31336708e-06 ...  9.26516168e-06
    7.40462656e-06  5.42217776e-06]
  [-4.80073231e-06 -2.75855405e-06 -1.21353378e-06 ...  7.65883851e-06
    6.62308094e-06  5.13007944e-06]]

 [[ 6.17312526e-06  6.10237294e-06  5.62843570e-06 ...  3.05685080e-06
    3.33895809e-06  3.53734322e-06]
  [ 6.38871234e-06  5.33742059e-06  3.86187185e-06 ...  1.10547410e-06
    1.41741100e-06  1.85792555e-06]
  [ 9.92619607e-06  9.80856839e-06  8.91829586e-06 ...  3.20339859e-06
    3.28499914e-06  3.17962167e-06]
  ...
  [ 3.68562110e-06  2.90124831e-06  2.71614181e-06 ...  5.62927107e-06
    5.00332499e-06  4.54395058e-06]
  [ 4.46572949e-06  3.61446268e-06  3.18851994e-06 ...  5.08623543e-06
    3.41540976e-06  1.90559354e-06]
  [ 2.56286376e-06  2.54366773e-06  3.01534828e-06 ...  7.57374664e-06
    6.27542249e-06  4.95807080e-06]]

 [[ 3.51073527e-06  3.99674946e-06  4.62466960e-06 ...  2.28384796e-08
    2.12994746e-06  3.42791077e-06]
  [ 3.04400987e-06  3.02642729e-06  3.33116031e-06 ... -8.70356189e-07
    1.93171991e-06  3.87036653e-06]
  [ 4.69360566e-06  5.06647302e-06  5.67362804e-06 ...  1.39070596e-06
    3.62629521e-06  5.08813400e-06]
  ...
  [ 2.39376959e-07  1.38378755e-06  2.51037591e-06 ...  4.41552402e-06
    4.85972305e-06  5.97964845e-06]
  [ 8.59378190e-07  1.84608598e-06  3.00343822e-06 ...  5.04932586e-06
    5.85175258e-06  7.11325674e-06]
  [ 1.18255355e-06  1.85014608e-06  2.66458665e-06 ...  4.34978801e-06
    4.93617699e-06  6.03335366e-06]]

 ...

 [[-3.65933852e-06 -4.90364937e-06 -5.49608012e-06 ... -8.43607324e-07
   -6.22139282e-07 -4.56114265e-07]
  [-1.15666614e-06 -2.22140557e-06 -3.13589021e-06 ...  5.72214788e-07
    9.44959879e-07  9.74846216e-07]
  [-3.52384859e-06 -4.90550156e-06 -5.69640179e-06 ...  1.20520986e-06
    6.50642505e-07 -1.68908834e-08]
  ...
  [-3.00152777e-07 -2.43650760e-07  5.45053808e-07 ... -2.00107229e-06
   -2.38187340e-06 -3.10706741e-06]
  [-3.14415934e-06 -4.09669019e-06 -3.86600186e-06 ...  1.05724644e-06
    7.55784185e-07 -2.58157673e-08]
  [ 2.47302091e-06  3.03620538e-07 -9.85850875e-07 ...  4.75874822e-06
    5.25265250e-06  5.19882133e-06]]

 [[ 1.06583968e-06  5.21894890e-07  5.53881875e-07 ... -8.10005133e-07
   -1.41991347e-06 -1.64966104e-06]
  [ 7.04618870e-08 -7.93373374e-07 -1.31700870e-06 ... -9.80511459e-07
   -1.62553158e-06 -1.97268878e-06]
  [ 1.86537886e-06  5.50772086e-07 -2.04094519e-07 ...  9.57304792e-07
    6.83320252e-07  8.88370153e-07]
  ...
  [ 4.27248779e-06  1.66211680e-06  2.38691769e-07 ...  6.09595872e-07
    2.89181594e-06  5.07790037e-06]
  [ 2.48093056e-06  5.74714356e-08 -9.88410306e-07 ...  1.07258688e-06
    3.16685987e-06  5.04249510e-06]
  [-5.23984795e-07 -2.53535768e-06 -3.45249555e-06 ...  4.82114137e-06
    7.96031873e-06  9.32717558e-06]]

 [[ 1.36617757e-06  8.20571245e-07  2.60695373e-07 ... -6.93670700e-06
   -7.89115620e-06 -8.62376965e-06]
  [ 9.42351960e-07  2.13936104e-07 -5.16258297e-07 ... -8.23270148e-06
   -8.63685727e-06 -9.12767882e-06]
  [ 1.31263459e-06  4.89351464e-07 -3.15940014e-07 ... -6.42911164e-06
   -7.32181161e-06 -8.00877842e-06]
  ...
  [ 2.98909413e-07 -3.14529848e-06 -5.99765372e-06 ... -6.64555091e-06
   -6.65744165e-06 -6.38193433e-06]
  [ 1.70012231e-06 -1.36457720e-06 -3.99935379e-06 ... -4.60744195e-06
   -4.53903704e-06 -4.62511434e-06]
  [ 5.45788635e-06  4.23613074e-06  3.08739754e-06 ... -3.45430385e-06
   -3.30034391e-06 -3.69117834e-06]]]"
2,04,pre,0,all,"[[[ 1.17515008e-07  1.07997955e-07  9.74264822e-07 ...  3.03471268e-07
    7.62060324e-07  4.93088748e-07]
  [ 1.10987207e-06  8.74255306e-07  1.52827408e-06 ... -3.04191553e-06
   -1.45827948e-06 -1.77390930e-07]
  [-1.32548439e-06 -1.65067490e-06 -7.57511771e-07 ... -1.11357201e-06
    3.00440973e-07  1.29613397e-06]
  ...
  [-9.46405407e-07 -1.88409194e-06 -3.62673632e-06 ... -4.62544705e-07
   -1.01771525e-06 -1.60695413e-06]
  [-8.24428071e-07 -7.26612939e-07 -1.09124392e-06 ... -1.51530571e-06
   -1.93579945e-06 -2.41427369e-06]
  [-1.84599241e-06 -1.53447559e-06 -1.87972296e-06 ... -1.82067083e-06
   -2.35683387e-06 -2.75978869e-06]]

 [[ 6.65865741e-07  1.66377743e-06  2.63647144e-06 ... -3.08285166e-07
   -2.00458794e-06 -3.66555969e-06]
  [ 5.48193793e-06  5.70077509e-06  5.13157693e-06 ... -1.35476171e-06
   -3.05460139e-06 -4.47473985e-06]
  [ 3.30481544e-06  4.25973485e-06  4.77275807e-06 ... -1.21689300e-06
   -2.42032411e-06 -3.55546649e-06]
  ...
  [ 7.60293688e-06  7.02288980e-06  5.48685057e-06 ... -3.11668578e-06
   -3.90263040e-06 -4.38159213e-06]
  [ 5.93996401e-06  5.16321234e-06  3.04478408e-06 ... -2.13163071e-06
   -2.86172826e-06 -3.44183081e-06]
  [ 4.93484231e-06  4.61193622e-06  3.12425777e-06 ... -2.35319089e-06
   -2.69185330e-06 -2.84902922e-06]]

 [[-1.56865258e-06 -2.63084439e-06 -3.04884338e-06 ...  3.03272327e-06
    4.98631516e-06  6.42623309e-06]
  [-2.28149634e-06 -4.09541963e-06 -4.97894143e-06 ...  1.23753603e-06
    2.36781716e-06  3.14824365e-06]
  [-1.69952432e-06 -3.22966207e-06 -4.04712318e-06 ...  9.74621230e-07
    3.37062784e-06  5.47076115e-06]
  ...
  [ 4.07658581e-06  5.05290109e-06  5.24222742e-06 ... -2.16204612e-07
   -3.07161940e-07 -6.12086012e-07]
  [ 5.25552741e-06  5.37661936e-06  4.77046069e-06 ...  3.87345978e-07
    5.02135492e-07  2.39229109e-07]
  [ 4.40178428e-06  4.26879160e-06  3.57233444e-06 ... -3.76242156e-07
   -1.10563201e-06 -1.96665974e-06]]

 ...

 [[-2.10815392e-06 -2.17034994e-06 -1.38901271e-06 ...  1.22629842e-07
    4.33645528e-06  6.87361216e-06]
  [ 1.61244839e-06  2.00402496e-06  2.51864981e-06 ... -4.00169938e-06
    5.52762970e-07  4.20724064e-06]
  [ 1.41183909e-06  1.78022401e-06  2.52882614e-06 ... -9.42861391e-07
    4.48366745e-06  7.98595283e-06]
  ...
  [ 8.87996634e-07  3.21303105e-06  4.54182782e-06 ...  7.62818945e-06
    4.66197116e-06 -4.69657842e-08]
  [ 4.11354085e-06  3.89397519e-06  2.65331983e-06 ... -6.00445537e-06
   -8.29745750e-06 -9.49954392e-06]
  [ 2.54294241e-06  4.27466557e-06  4.87984880e-06 ... -5.86801889e-07
   -5.33295406e-06 -9.88049396e-06]]

 [[-2.99559065e-06 -3.94892368e-07  1.25755065e-07 ... -3.91724416e-06
   -4.91705123e-06 -4.70973555e-06]
  [-3.21072434e-06 -1.02485581e-06 -7.80001585e-07 ... -4.25511416e-06
   -4.54572046e-06 -3.40438646e-06]
  [-3.62902006e-06 -1.71251216e-07  4.53796574e-08 ... -4.81318102e-06
   -4.54773362e-06 -3.16395608e-06]
  ...
  [-1.10358833e-05 -1.26789973e-05 -1.21775365e-05 ... -4.22294443e-06
    2.60548040e-06  7.73805550e-06]
  [-1.22819556e-05 -1.07243122e-05 -8.12628423e-06 ... -6.09617246e-06
    8.87375151e-08  5.46132196e-06]
  [-1.22803131e-05 -1.29329064e-05 -1.11335139e-05 ... -6.27390182e-06
    3.77794294e-07  6.03775379e-06]]

 [[-7.92776518e-06 -6.60660226e-06 -5.03330511e-06 ...  5.80372034e-06
    6.43790918e-06  5.45056082e-06]
  [-5.65557457e-06 -5.05600156e-06 -4.38176039e-06 ...  4.89458125e-06
    5.88973671e-06  5.02993635e-06]
  [-7.45607940e-06 -6.12933172e-06 -4.66845268e-06 ...  9.54937241e-06
    1.00793986e-05  8.22602851e-06]
  ...
  [-8.17601801e-07 -8.06222306e-06 -1.29773643e-05 ... -1.44710530e-05
   -1.34743332e-05 -9.44486965e-06]
  [-5.54157168e-06 -9.33199135e-06 -1.08724635e-05 ... -8.34888033e-06
   -7.63925709e-06 -5.43658371e-06]
  [-3.94008612e-06 -9.11459665e-06 -1.20396198e-05 ... -1.28442416e-05
   -1.24734461e-05 -9.26621215e-06]]]"
3,04,post,0,all,"[[[ 1.58026114e-06  1.70649741e-06  1.14647435e-06 ...  1.25759325e-05
    8.93110428e-06  5.70241173e-06]
  [ 1.75079833e-06  1.72280033e-06  1.15600221e-06 ...  9.90396984e-06
    7.06211358e-06  4.36743494e-06]
  [ 2.76388164e-06  3.20872618e-06  2.94682332e-06 ...  1.17802920e-05
    9.07652066e-06  6.75035699e-06]
  ...
  [-4.53749408e-06 -4.60259162e-06 -4.22629000e-06 ... -5.94035191e-06
    2.21475375e-06  1.12530279e-05]
  [-2.60981892e-06 -1.58695502e-06 -7.53563029e-07 ... -1.49151765e-06
    5.32588410e-06  1.20224104e-05]
  [-4.42102828e-06 -3.36999665e-06 -2.01806120e-06 ... -5.21984339e-06
    2.35442940e-06  1.03459033e-05]]

 [[-1.95608595e-06 -2.14104466e-06 -2.11972201e-06 ... -1.46849800e-06
    1.82428010e-07  1.74828926e-06]
  [-4.30281216e-06 -3.70432917e-06 -2.94463257e-06 ... -5.43072645e-07
    1.03198784e-06  2.24182781e-06]
  [-3.49250854e-07 -6.11184362e-07 -8.21973345e-07 ... -2.25375015e-06
   -7.79588163e-07  6.25580356e-07]
  ...
  [ 8.40038683e-06  1.15738512e-05  1.17006221e-05 ... -7.08654898e-06
   -1.20999784e-05 -1.41464070e-05]
  [ 6.33522495e-06  7.23206858e-06  5.95238225e-06 ... -9.74797786e-06
   -1.21001003e-05 -1.23392128e-05]
  [ 7.17759940e-06  8.23436039e-06  6.86614158e-06 ... -7.76729576e-06
   -1.12211337e-05 -1.25605102e-05]]

 [[ 2.36513893e-06  2.75535695e-06  1.70946430e-06 ...  1.42612259e-06
    2.16970989e-07 -9.09326559e-07]
  [ 1.30643627e-06  9.36671711e-07  1.00011420e-07 ... -1.13964256e-06
   -2.14957981e-06 -2.65892027e-06]
  [-9.83820883e-07 -4.69145618e-07 -8.66336734e-07 ... -1.41848238e-06
   -2.86087743e-06 -3.79221569e-06]
  ...
  [-2.32944622e-05 -2.26863522e-05 -1.78008522e-05 ...  3.32993386e-06
    9.10122708e-06  1.19643946e-05]
  [-1.71174324e-05 -1.58942075e-05 -1.21114190e-05 ... -2.63293168e-06
    1.03996251e-06  3.61714001e-06]
  [-1.66875834e-05 -1.60409545e-05 -1.22923666e-05 ...  1.81745861e-07
    3.49990478e-06  5.41754798e-06]]

 ...

 [[-1.43470470e-05 -1.34501661e-05 -1.24100234e-05 ...  5.92039441e-06
    4.48650962e-06  3.69195163e-06]
  [-1.29192331e-05 -1.23413902e-05 -1.15414568e-05 ...  3.22421124e-06
    2.80765630e-06  2.98735904e-06]
  [-1.33295234e-05 -1.20908253e-05 -1.09556850e-05 ...  8.56438510e-06
    7.80085156e-06  7.39298048e-06]
  ...
  [ 8.25900406e-06  8.13047427e-06  4.03742843e-06 ...  7.26588860e-06
    6.75319734e-06  6.12213853e-06]
  [ 8.62746333e-07  4.66300520e-07 -2.08137726e-06 ...  1.26499172e-05
    1.18458329e-05  1.00842735e-05]
  [ 5.22910659e-06  6.41857696e-06  4.70627265e-06 ...  8.32257228e-06
    8.01306578e-06  7.03222167e-06]]

 [[-6.65708558e-06 -6.72121996e-06 -7.43347073e-06 ...  1.14688817e-06
    3.91081221e-06  6.18747890e-06]
  [-6.44755119e-06 -6.06084132e-06 -6.14357668e-06 ...  2.15795762e-06
    5.11203325e-06  6.97104269e-06]
  [-8.44673650e-06 -7.88378384e-06 -8.21420781e-06 ...  2.03250374e-06
    6.05663217e-06  8.93979995e-06]
  ...
  [-6.65520531e-07 -2.22748042e-07  2.23650716e-07 ... -3.87241244e-06
   -4.18585068e-06 -4.54618294e-06]
  [-3.68053588e-06 -2.27072701e-06 -1.02411252e-06 ... -2.74132640e-06
   -2.52427139e-06 -2.21288201e-06]
  [-2.90097637e-06 -1.59771128e-06 -2.29806275e-07 ... -4.20532660e-06
   -3.74665638e-06 -3.06698962e-06]]

 [[-7.42375187e-06 -7.52414007e-06 -7.12542760e-06 ...  3.93533628e-06
    2.80295876e-06  9.33041065e-07]
  [-6.95663311e-06 -6.58188628e-06 -5.86131728e-06 ...  4.46123931e-06
    3.02227909e-06  1.66215682e-06]
  [-6.95227845e-06 -6.57739383e-06 -5.75367994e-06 ...  8.87667375e-06
    7.28057421e-06  4.67874816e-06]
  ...
  [-1.38243493e-07 -1.32188944e-07 -3.67831973e-07 ...  4.60130013e-06
    7.74300770e-06  9.84469170e-06]
  [-1.36993970e-06 -1.26391114e-06 -1.57579916e-06 ...  3.69263125e-06
    6.02520004e-06  7.14794942e-06]
  [ 3.81450576e-07  6.09641404e-08 -8.77364698e-07 ...  3.83083670e-06
    5.99183977e-06  6.96773986e-06]]]"
4,05,pre,0,all,"[[[ 1.55773378e-05  1.35378868e-05  9.59103818e-06 ... -3.80839128e-06
   -6.12975555e-06 -8.06668959e-06]
  [ 1.27947533e-05  1.09803805e-05  7.63001935e-06 ... -2.45603974e-06
   -5.44353588e-06 -8.12386770e-06]
  [ 1.17335258e-05  9.49420973e-06  5.90429636e-06 ... -4.08367259e-06
   -6.18144441e-06 -7.69906819e-06]
  ...
  [ 7.23315998e-06  5.49482911e-06  3.60798867e-06 ...  8.11731752e-06
    7.80307619e-06  7.27482029e-06]
  [ 1.00102479e-05  7.39102916e-06  5.02876219e-06 ...  1.00757998e-05
    1.06312800e-05  1.10417095e-05]
  [ 3.76781418e-06  1.31021898e-06 -7.30727038e-07 ...  6.06540243e-06
    6.93743368e-06  7.47582999e-06]]

 [[ 6.00747671e-06  4.40183430e-06  3.84467967e-06 ...  7.32825720e-06
    7.57935686e-06  5.58274814e-06]
  [ 5.72979798e-06  3.26000986e-06  1.86306659e-06 ...  5.82866460e-06
    8.03001058e-06  8.32966089e-06]
  [ 7.76276829e-06  4.47501679e-06  1.49944105e-06 ...  7.31726504e-06
    7.13166082e-06  5.13605892e-06]
  ...
  [-1.08627228e-05 -1.28070878e-05 -1.36882072e-05 ... -1.70329713e-05
   -2.10227845e-05 -1.91221097e-05]
  [-1.15687999e-05 -1.37824327e-05 -1.49273192e-05 ... -1.37523230e-05
   -2.11782644e-05 -2.30865953e-05]
  [-7.85289285e-06 -9.74231898e-06 -1.08567183e-05 ... -1.04038609e-05
   -1.77196634e-05 -2.07085541e-05]]

 [[-4.27970281e-06 -2.82414499e-06 -1.17707771e-06 ...  8.44495503e-07
    1.34103811e-06  6.53173686e-07]
  [-7.74468026e-06 -5.48545813e-06 -3.17364584e-06 ...  1.60946070e-06
    1.66243240e-06  8.37345567e-07]
  [-2.34964409e-06 -9.09108905e-07  7.17271462e-07 ... -1.37548312e-07
    7.40135988e-08 -7.49268565e-07]
  ...
  [ 2.43237373e-05  1.78380651e-05  7.13232248e-06 ... -2.01231501e-06
   -2.27698388e-06 -3.05460844e-06]
  [ 2.24292708e-05  2.10289290e-05  1.48346344e-05 ... -3.58014120e-07
   -6.17168723e-07 -1.68972315e-06]
  [ 2.22593480e-05  2.03290256e-05  1.36677663e-05 ... -4.86117642e-07
   -7.91134596e-07 -1.54926863e-06]]

 ...

 [[ 5.88271132e-06  9.17308444e-06  1.16734536e-05 ... -5.22541995e-06
   -8.89158218e-06 -1.18352937e-05]
  [ 3.30362172e-06  7.23190260e-06  1.10269675e-05 ... -3.23433028e-06
   -7.59358090e-06 -1.04622304e-05]
  [ 6.03987564e-06  1.05296322e-05  1.47932979e-05 ... -5.06871902e-06
   -9.42501993e-06 -1.32874902e-05]
  ...
  [ 3.65874826e-06  3.74392243e-06  2.88138881e-06 ...  1.42708279e-06
    2.36568258e-06  2.77539948e-06]
  [ 2.77998765e-06  3.80054917e-06  3.74286628e-06 ...  2.83676422e-06
    1.92076868e-06  1.25907468e-06]
  [ 2.89440800e-06  3.77181959e-06  3.77665083e-06 ... -4.34381434e-07
    8.30555905e-07  1.88684771e-06]]

 [[-8.68990719e-06 -9.12008545e-06 -9.60311718e-06 ... -5.15159309e-06
   -6.62081629e-06 -7.95764754e-06]
  [-5.37986125e-06 -4.45810338e-06 -5.45542889e-06 ... -6.36846471e-06
   -7.40606174e-06 -7.88799207e-06]
  [-1.08351987e-05 -1.02135818e-05 -9.25108907e-06 ... -9.11872849e-06
   -9.62320610e-06 -9.93374852e-06]
  ...
  [ 3.49336983e-06  1.07776634e-06 -2.72623936e-07 ... -8.97393056e-06
   -6.68828261e-06 -2.84553425e-06]
  [ 2.06774052e-06 -6.97252744e-07 -2.30492424e-06 ... -1.35504552e-05
   -1.20037030e-05 -7.35550384e-06]
  [ 8.66670973e-07 -8.87401995e-07 -1.58439002e-06 ... -1.16656975e-05
   -1.00350007e-05 -6.18535432e-06]]

 [[-8.07480956e-06 -9.45136344e-06 -9.55680298e-06 ... -8.55847884e-06
   -8.67028848e-06 -8.44576425e-06]
  [-5.37092274e-06 -7.89742717e-06 -9.71636018e-06 ... -1.32626274e-05
   -1.14750892e-05 -8.91546097e-06]
  [-1.13010728e-05 -1.06698353e-05 -9.06406422e-06 ... -9.32412877e-06
   -1.01071810e-05 -9.94520269e-06]
  ...
  [ 2.15079149e-06  3.69111785e-06  4.69074985e-06 ...  8.51100879e-07
    1.04865353e-06  7.97573080e-07]
  [-2.33833225e-06 -1.19781680e-06  2.84674631e-08 ...  2.51081065e-06
    1.95539656e-06  1.09672476e-06]
  [-1.25154236e-06  1.72697110e-08  1.47365688e-06 ...  7.70936992e-07
    6.74936359e-07  2.12591345e-07]]]"
