,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,183,first,0,
1,1,295,other,,1.0
2,2,407,other,,2.0
3,3,526,other,,3.0
4,4,832,other,,4.0
5,5,946,other,,5.0
6,6,1058,other,,6.0
7,7,1175,other,,7.0
8,8,1489,first,7,
9,9,1599,first,0,
10,10,1713,other,,0.0
11,11,1835,other,,1.0
12,12,2161,other,,2.0
13,13,2280,other,,3.0
14,14,2401,other,,4.0
15,15,2532,other,,5.0
16,16,2863,first,6,
17,17,2977,other,,0.0
18,18,3089,other,,1.0
19,19,3210,other,,2.0
20,20,3534,other,,3.0
21,21,3652,other,,4.0
22,22,3909,other,,5.0
23,23,4232,first,6,
24,24,4350,other,,0.0
25,25,4468,first,1,
26,26,4591,other,,0.0
27,27,4906,first,1,
28,28,5020,other,,0.0
29,29,5145,other,,1.0
30,30,5265,other,,2.0
31,31,5599,first,3,
32,32,5716,other,,0.0
33,33,5962,first,1,
34,34,6280,other,,0.0
35,35,6395,other,,1.0
36,36,6511,other,,2.0
37,37,6634,first,3,
38,38,6973,first,0,
39,39,7096,other,,0.0
40,40,7218,other,,1.0
41,41,7346,other,,2.0
42,42,7682,first,3,
43,43,7823,other,,0.0
44,44,7956,first,1,
45,45,8101,other,,0.0
46,46,8459,first,1,
47,47,8575,other,,0.0
48,48,8695,other,,1.0
49,49,8825,other,,2.0
50,50,9198,other,,3.0
51,51,9322,other,,4.0
52,52,9451,other,,5.0
53,53,9588,other,,6.0
54,54,9912,other,,7.0
55,55,10032,other,,8.0
56,56,10158,other,,9.0
57,57,10278,first,10,
58,58,10601,other,,0.0
59,59,10727,other,,1.0
60,60,10854,first,2,
61,61,10995,other,,0.0
62,62,11312,first,1,
63,63,11436,other,,0.0
64,64,11563,first,1,
65,65,11695,other,,0.0
66,66,12044,other,,1.0
67,67,12159,other,,2.0
68,68,12308,other,,3.0
69,69,12439,other,,4.0
70,70,12671,other,,5.0
71,71,12809,other,,6.0
72,72,12931,other,,7.0
73,73,13065,other,,8.0
74,74,13410,other,,9.0
75,75,13547,other,,10.0
76,76,13678,first,11,
77,77,13812,other,,0.0
78,78,14063,other,,1.0
79,79,14189,first,2,
80,80,14317,other,,0.0
81,81,14463,other,,1.0
