,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,407,first,0,
1,1,593,other,,1.0
2,2,891,other,,2.0
3,3,1077,other,,3.0
4,4,1184,other,,4.0
5,5,1408,first,4,
6,6,1604,first,0,
7,7,1882,other,,0.0
8,8,2051,other,,1.0
9,9,2159,other,,2.0
10,10,2355,other,,3.0
11,11,2527,other,,4.0
12,12,2805,first,5,
13,13,2961,first,0,
14,14,3336,other,,0.0
15,15,3490,other,,1.0
16,16,4103,first,2,
17,17,4282,other,,0.0
18,18,4384,first,1,
19,19,4617,other,,0.0
20,20,4781,first,1,
21,21,5054,other,,0.0
22,22,5224,other,,1.0
23,23,5560,first,2,
24,24,5730,other,,0.0
25,25,6031,first,1,
26,26,6198,other,,0.0
27,27,6456,other,,1.0
28,28,6618,first,2,
29,29,6884,first,0,
30,30,7034,other,,0.0
31,31,7299,other,,1.0
32,32,7470,other,,2.0
33,33,7744,first,3,
34,34,7907,other,,0.0
35,35,8185,first,1,
36,36,8297,first,0,
37,37,8480,other,,0.0
38,38,8647,other,,1.0
39,39,8832,other,,2.0
40,40,9120,other,,3.0
41,41,9280,other,,4.0
42,42,9586,other,,5.0
43,43,9751,other,,6.0
44,44,9886,other,,7.0
45,45,10375,first,8,
46,46,10549,other,,0.0
47,47,10799,first,1,
48,48,10962,other,,0.0
49,49,11278,first,1,
50,50,11438,other,,0.0
51,51,11885,first,1,
52,52,12052,other,,0.0
53,53,12334,other,,1.0
54,54,12497,other,,2.0
55,55,12722,other,,3.0
56,56,12896,other,,4.0
57,57,13266,other,,5.0
58,58,13426,other,,6.0
59,59,13668,first,7,
60,60,13813,other,,0.0
61,61,14062,other,,1.0
62,62,14212,first,2,
63,63,14454,other,,0.0
64,64,14612,first,1,
65,65,14877,other,,0.0
66,66,15034,other,,1.0
67,67,15300,other,,2.0
68,68,15404,first,3,
69,69,15579,other,,0.0
70,70,15731,other,,1.0
71,71,15883,first,2,
72,72,16119,first,0,
73,73,16241,other,,0.0
74,74,16390,other,,1.0
75,75,16644,other,,2.0
76,76,16791,other,,3.0
77,77,17071,first,4,
78,78,17289,first,0,
79,79,17435,first,0,
80,80,17703,first,0,
81,81,17858,other,,0.0
82,82,18061,other,,1.0
83,83,18194,other,,2.0
84,84,18400,other,,3.0
85,85,18547,other,,4.0
86,86,18919,first,5,
87,87,19077,other,,0.0
88,88,19366,other,,1.0
89,89,19511,other,,2.0
90,90,19742,first,3,
91,91,19898,other,,0.0
92,92,20127,first,1,
93,93,20274,other,,0.0
94,94,20498,other,,1.0
95,95,20649,other,,2.0
96,96,20875,other,,3.0
97,97,21020,first,4,
98,98,21253,other,,0.0
99,99,21403,other,,1.0
100,100,21621,other,,2.0
101,101,21771,other,,3.0
102,102,21981,other,,4.0
103,103,22120,other,,5.0
104,104,22352,other,,6.0
105,105,22492,other,,7.0
106,106,22698,other,,8.0
107,107,22848,other,,9.0
108,108,22949,other,,10.0
109,109,23274,other,,11.0
110,110,23404,first,12,
111,111,23611,other,,0.0
112,112,23734,other,,1.0
113,113,23940,other,,2.0
114,114,24066,first,3,
115,115,24271,other,,0.0
116,116,24387,other,,1.0
117,117,24605,first,2,
118,118,24721,first,0,
119,119,24955,other,,0.0
120,120,25075,other,,1.0
121,121,25270,other,,2.0
122,122,25393,other,,3.0
123,123,25605,first,4,
124,124,25716,other,,0.0
125,125,25949,first,1,
126,126,26073,other,,0.0
127,127,26265,first,1,
128,128,26374,first,0,
129,129,26592,other,,0.0
130,130,26728,other,,1.0
131,131,26932,other,,2.0
132,132,27062,other,,3.0
133,133,27531,first,4,
134,134,27664,other,,0.0
135,135,28057,other,,1.0
136,136,28183,other,,2.0
137,137,28296,other,,3.0
138,138,28432,first,4,
139,139,28569,other,,0.0
140,140,28689,first,1,
141,141,28918,other,,0.0
142,142,29065,other,,1.0
143,143,29285,other,,2.0
144,144,29423,other,,3.0
145,145,29909,first,4,
146,146,30050,other,,0.0
147,147,30244,other,,1.0
148,148,30380,other,,2.0
149,149,30529,other,,3.0
150,150,30657,other,,4.0
151,151,30796,other,,5.0
152,152,30927,other,,6.0
153,153,31085,other,,7.0
154,154,31213,other,,8.0
155,155,31339,other,,9.0
156,156,31596,other,,10.0
157,157,31730,other,,11.0
158,158,31864,other,,12.0
159,159,32575,other,,13.0
160,160,32701,other,,14.0
161,161,32825,other,,15.0
162,162,32968,other,,16.0
163,163,33105,other,,17.0
164,164,33234,first,18,
165,165,33392,other,,0.0
166,166,33523,first,1,
167,167,33765,other,,0.0
168,168,33891,other,,1.0
169,169,34106,other,,2.0
170,170,34239,other,,3.0
171,171,34511,first,4,
