,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,259,first,0,
1,1,402,other,,1.0
2,2,545,other,,2.0
3,3,682,other,,3.0
4,4,1027,other,,4.0
5,5,1166,other,,5.0
6,6,1308,first,5,
7,7,1436,other,,0.0
8,8,1781,first,1,
9,9,1918,other,,0.0
10,10,2049,other,,1.0
11,11,2182,other,,2.0
12,12,2562,first,3,
13,13,2694,other,,0.0
14,14,2819,first,1,
15,15,2941,other,,0.0
16,16,3322,other,,1.0
17,17,3466,other,,2.0
18,18,3601,other,,3.0
19,19,3730,other,,4.0
20,20,4102,first,5,
21,21,4236,other,,0.0
22,22,4379,first,1,
23,23,4506,other,,0.0
24,24,4861,first,1,
25,25,4999,other,,0.0
26,26,5136,other,,1.0
27,27,5273,other,,2.0
28,28,5770,first,3,
29,29,5909,other,,0.0
30,30,6047,other,,1.0
31,31,6187,other,,2.0
32,32,6560,first,3,
33,33,6688,other,,0.0
34,34,6816,first,1,
35,35,6953,other,,0.0
36,36,7285,other,,1.0
37,37,7415,other,,2.0
38,38,7548,other,,3.0
39,39,7691,first,4,
40,40,8065,first,0,
41,41,8201,first,0,
42,42,8337,other,,0.0
43,43,8471,other,,1.0
44,44,8855,other,,2.0
45,45,8984,other,,3.0
46,46,9116,other,,4.0
47,47,9254,other,,5.0
48,48,9601,other,,6.0
49,49,9739,other,,7.0
50,50,9885,other,,8.0
51,51,10033,other,,9.0
52,52,10370,first,10,
53,53,10523,other,,0.0
54,54,10665,other,,1.0
55,55,10805,first,2,
56,56,11144,other,,0.0
57,57,11295,first,1,
58,58,11440,other,,0.0
59,59,11587,first,1,
60,60,11905,other,,0.0
61,61,12055,other,,1.0
62,62,12187,other,,2.0
63,63,12323,other,,3.0
64,64,12681,other,,4.0
65,65,12814,other,,5.0
66,66,12947,other,,6.0
67,67,13062,other,,7.0
68,68,13457,other,,8.0
69,69,13595,first,9,
70,70,13728,other,,0.0
71,71,13850,other,,1.0
72,72,14199,first,2,
73,73,14335,other,,0.0
74,74,14472,other,,1.0
75,75,14616,first,2,
76,76,14983,other,,0.0
77,77,15105,other,,1.0
78,78,15243,other,,2.0
79,79,15379,first,3,
80,80,15772,first,0,
81,81,15903,other,,0.0
82,82,16025,first,1,
83,83,16152,other,,0.0
84,84,16386,other,,1.0
85,85,16517,other,,2.0
86,86,16648,other,,3.0
87,87,16777,other,,4.0
88,88,17149,first,5,
89,89,17281,first,0,
90,90,17406,other,,0.0
91,91,17540,first,1,
92,92,17926,first,0,
93,93,18061,other,,0.0
94,94,18187,other,,1.0
95,95,18334,other,,2.0
96,96,18718,first,3,
97,97,18842,other,,0.0
98,98,18972,other,,1.0
99,99,19103,other,,2.0
100,100,19445,other,,3.0
101,101,19586,other,,4.0
102,102,19719,first,5,
103,103,19853,other,,0.0
104,104,20243,first,1,
105,105,20373,other,,0.0
106,106,20506,other,,1.0
107,107,20633,other,,2.0
108,108,21129,first,3,
109,109,21264,other,,0.0
110,110,21395,other,,1.0
111,111,21526,other,,2.0
112,112,21890,other,,3.0
113,113,22019,other,,4.0
114,114,22153,other,,5.0
115,115,22290,other,,6.0
116,116,22673,other,,7.0
117,117,22816,other,,8.0
118,118,22960,other,,9.0
119,119,23110,other,,10.0
120,120,23447,first,11,
121,121,23584,other,,0.0
122,122,23717,other,,1.0
123,123,23855,other,,2.0
124,124,24201,first,3,
125,125,24336,other,,0.0
126,126,24484,first,1,
127,127,24619,other,,0.0
128,128,24845,first,1,
129,129,24979,other,,0.0
130,130,25119,other,,1.0
131,131,25267,other,,2.0
