,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
180,180,47234,other,,0.0
181,181,47369,other,,1.0
182,182,47752,first,2,
183,183,47876,other,,0.0
184,184,48258,other,,1.0
185,185,48447,other,,2.0
186,186,48763,first,3,
187,187,48883,first,0,
188,188,49296,other,,0.0
189,189,49417,other,,1.0
190,190,49818,first,2,
191,191,49957,first,0,
192,192,50354,other,,0.0
193,193,50481,other,,1.0
194,194,50956,other,,2.0
195,195,51084,other,,3.0
196,196,51476,other,,4.0
197,197,51604,other,,5.0
198,198,51986,other,,6.0
199,199,52111,other,,7.0
200,200,52563,first,8,
201,201,52694,other,,0.0
202,202,53006,first,1,
203,203,53136,other,,0.0
204,204,53519,other,,1.0
205,205,53657,other,,2.0
206,206,54029,other,,3.0
207,207,54156,other,,4.0
208,208,54535,other,,5.0
209,209,54662,other,,6.0
210,210,55048,other,,7.0
211,211,55176,other,,8.0
212,212,55593,other,,9.0
213,213,55725,other,,10.0
214,214,56131,first,11,
215,215,56261,other,,0.0
216,216,56665,first,1,
217,217,56795,other,,0.0
218,218,57189,first,1,
219,219,57323,other,,0.0
220,220,57718,other,,1.0
221,221,57856,first,2,
222,222,58236,other,,0.0
223,223,58375,first,1,
224,224,58801,first,0,
225,225,58935,other,,0.0
226,226,59355,other,,1.0
227,227,59483,first,2,
228,228,59863,first,0,
229,229,59989,first,0,
230,230,60401,first,0,
231,231,60525,other,,0.0
232,232,60919,other,,1.0
233,233,61050,other,,2.0
234,234,61447,first,3,
235,235,61572,other,,0.0
236,236,61957,other,,1.0
237,237,62084,other,,2.0
238,238,62453,first,3,
239,239,62569,first,0,
240,240,62955,other,,0.0
241,241,63090,other,,1.0
242,242,63532,first,2,
243,243,63726,other,,0.0
244,244,64026,other,,1.0
245,245,64159,other,,2.0
246,246,64604,other,,3.0
247,247,64742,other,,4.0
248,248,65114,other,,5.0
249,249,65246,other,,6.0
250,250,65695,other,,7.0
251,251,65825,other,,8.0
252,252,66160,other,,9.0
253,253,66289,other,,10.0
254,254,66669,first,11,
255,255,66793,other,,0.0
256,256,67185,first,1,
257,257,67307,other,,0.0
258,258,67687,first,1,
259,259,67814,other,,0.0
260,260,68195,other,,1.0
261,261,68391,other,,2.0
262,262,68719,first,3,
263,263,68912,first,0,
264,264,69277,other,,0.0
265,265,69409,other,,1.0
266,266,69801,other,,2.0
267,267,69928,other,,3.0
268,268,70337,first,4,
269,269,70472,first,0,
270,270,70883,other,,0.0
271,271,71013,other,,1.0
272,272,71422,other,,2.0
273,273,71546,other,,3.0
274,274,71929,first,4,
275,275,72055,first,0,
276,276,72516,first,0,
277,277,72648,other,,0.0
278,278,73077,other,,1.0
279,279,73195,other,,2.0
280,280,73322,other,,3.0
281,281,73687,other,,4.0
282,282,73828,other,,5.0
283,283,74196,first,6,
284,284,74332,other,,0.0
285,285,74712,first,1,
286,286,74829,other,,0.0
287,287,75201,other,,1.0
288,288,75329,first,2,
289,289,75718,first,0,
290,290,75840,other,,0.0
291,291,76223,other,,1.0
292,292,76403,other,,2.0
293,293,76688,other,,3.0
