,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,130,first,0,
1,1,237,other,,1.0
2,2,347,other,,2.0
3,3,701,other,,3.0
4,4,807,other,,4.0
5,5,912,other,,5.0
6,6,1015,other,,6.0
7,7,1340,first,6,
8,8,1447,other,,0.0
9,9,1655,first,1,
10,10,1904,other,,0.0
11,11,2011,other,,1.0
12,12,2125,other,,2.0
13,13,2229,other,,3.0
14,14,2457,other,,4.0
15,15,2560,first,5,
16,16,2664,other,,0.0
17,17,2999,first,1,
18,18,3100,other,,0.0
19,19,3285,other,,1.0
20,20,3508,other,,2.0
21,21,3613,other,,3.0
22,22,3714,other,,4.0
23,23,4057,other,,5.0
24,24,4168,first,6,
25,25,4370,first,0,
26,26,4640,other,,0.0
27,27,4850,first,1,
28,28,4952,other,,0.0
29,29,5183,other,,1.0
30,30,5287,other,,2.0
31,31,5479,other,,3.0
32,32,5706,first,4,
33,33,5810,first,0,
34,34,6006,other,,0.0
35,35,6213,other,,1.0
36,36,6406,other,,2.0
37,37,6747,first,3,
38,38,6936,first,0,
39,39,7232,other,,0.0
40,40,7419,other,,1.0
41,41,7722,first,2,
42,42,7904,other,,0.0
43,43,8195,first,1,
44,44,8296,other,,0.0
45,45,8467,other,,1.0
46,46,8676,other,,2.0
47,47,8777,other,,3.0
48,48,8938,other,,4.0
49,49,9139,other,,5.0
50,50,9318,other,,6.0
51,51,9658,other,,7.0
52,52,9844,other,,8.0
53,53,10164,other,,9.0
54,54,10374,first,10,
55,55,10661,other,,0.0
56,56,10762,first,1,
57,57,10934,other,,0.0
58,58,11171,other,,1.0
59,59,11276,first,2,
60,60,11384,other,,0.0
61,61,11492,other,,1.0
62,62,11716,first,2,
63,63,11906,other,,0.0
64,64,12214,other,,1.0
65,65,12323,other,,2.0
66,66,12501,other,,3.0
67,67,12789,other,,4.0
68,68,12971,other,,5.0
69,69,13209,other,,6.0
70,70,13385,other,,7.0
71,71,13685,first,8,
72,72,13878,other,,0.0
73,73,14101,first,1,
74,74,14279,other,,0.0
75,75,14573,other,,1.0
76,76,14708,first,2,
77,77,14898,other,,0.0
78,78,15080,other,,1.0
79,79,15256,other,,2.0
80,80,15563,first,3,
81,81,15664,other,,0.0
82,82,16060,first,1,
83,83,16253,other,,0.0
84,84,16558,other,,1.0
85,85,16660,other,,2.0
86,86,16832,other,,3.0
87,87,17044,first,4,
88,88,17203,first,0,
89,89,17487,first,0,
90,90,17657,other,,0.0
91,91,17932,first,1,
92,92,18099,other,,0.0
93,93,18258,other,,1.0
94,94,18480,other,,2.0
95,95,18663,other,,3.0
96,96,18816,first,4,
97,97,19017,other,,0.0
98,98,19173,other,,1.0
99,99,19343,other,,2.0
100,100,19569,other,,3.0
101,101,19672,other,,4.0
102,102,19837,first,5,
103,103,20134,first,0,
104,104,20291,other,,0.0
105,105,20660,other,,1.0
106,106,20824,other,,2.0
107,107,21181,first,3,
108,108,21343,other,,0.0
109,109,21650,other,,1.0
110,110,21812,other,,2.0
111,111,22092,other,,3.0
112,112,22255,other,,4.0
113,113,22553,other,,5.0
114,114,22718,other,,6.0
115,115,23016,other,,7.0
116,116,23174,other,,8.0
117,117,23443,first,9,
118,118,23583,other,,0.0
119,119,23883,other,,1.0
120,120,24050,other,,2.0
121,121,24350,first,3,
122,122,24520,first,0,
123,123,24788,first,0,
124,124,24937,other,,0.0
125,125,25042,other,,1.0
126,126,25285,other,,2.0
127,127,25427,other,,3.0
128,128,25705,first,4,
129,129,25863,first,0,
130,130,26178,first,0,
131,131,26337,other,,0.0
132,132,26601,first,1,
133,133,26744,other,,0.0
134,134,27056,other,,1.0
135,135,27220,other,,2.0
136,136,27329,other,,3.0
137,137,27563,first,4,
138,138,27717,other,,0.0
139,139,27998,other,,1.0
140,140,28143,other,,2.0
141,141,28474,first,3,
142,142,28615,other,,0.0
143,143,28875,first,1,
144,144,29023,other,,0.0
145,145,29297,other,,1.0
146,146,29460,other,,2.0
147,147,29754,first,3,
148,148,29981,other,,0.0
149,149,30213,other,,1.0
150,150,30358,other,,2.0
151,151,30652,other,,3.0
152,152,30784,other,,4.0
153,153,31072,other,,5.0
154,154,31215,other,,6.0
155,155,31505,other,,7.0
156,156,31637,other,,8.0
157,157,31925,other,,9.0
158,158,32059,other,,10.0
159,159,32404,other,,11.0
160,160,32555,other,,12.0
161,161,32809,other,,13.0
162,162,32952,other,,14.0
163,163,33215,first,15,
164,164,33353,other,,0.0
165,165,33608,first,1,
166,166,33736,other,,0.0
167,167,34027,other,,1.0
168,168,34179,other,,2.0
