,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
85,85,21888,other,,2.0
86,86,22021,other,,3.0
87,87,22372,other,,4.0
88,88,22515,other,,5.0
89,89,22836,other,,6.0
90,90,22969,other,,7.0
91,91,23466,first,8,
92,92,23607,other,,0.0
93,93,23829,other,,1.0
94,94,24027,other,,2.0
95,95,24246,first,3,
96,96,24446,other,,0.0
97,97,24662,first,1,
98,98,24797,first,0,
99,99,25089,other,,0.0
100,100,25221,other,,1.0
101,101,25506,other,,2.0
102,102,25639,first,3,
103,103,25925,first,0,
104,104,26055,other,,0.0
105,105,26329,first,1,
106,106,26458,first,0,
107,107,26752,other,,0.0
108,108,26890,other,,1.0
109,109,27159,other,,2.0
110,110,27286,other,,3.0
111,111,27570,first,4,
112,112,27710,other,,0.0
113,113,27984,other,,1.0
114,114,28117,other,,2.0
115,115,28385,other,,3.0
116,116,28523,first,4,
117,117,28791,first,0,
118,118,28921,other,,0.0
119,119,29197,other,,1.0
120,120,29399,other,,2.0
121,121,29567,other,,3.0
122,122,29712,first,4,
123,123,30006,other,,0.0
124,124,30146,other,,1.0
125,125,30419,other,,2.0
126,126,30564,other,,3.0
127,127,30853,other,,4.0
128,128,31000,other,,5.0
129,129,31280,other,,6.0
130,130,31421,other,,7.0
131,131,31750,other,,8.0
132,132,31890,other,,9.0
133,133,32102,other,,10.0
134,134,32241,other,,11.0
135,135,32590,other,,12.0
136,136,32726,other,,13.0
137,137,32945,other,,14.0
138,138,33087,other,,15.0
139,139,33363,first,16,
140,140,33509,first,0,
141,141,33813,other,,0.0
142,142,33950,other,,1.0
143,143,34264,other,,2.0
144,144,34402,first,3,
145,145,34758,first,0,
146,146,34963,other,,0.0
147,147,35332,other,,1.0
148,148,35468,other,,2.0
149,149,35813,other,,3.0
150,150,35954,other,,4.0
151,151,36297,other,,5.0
152,152,36433,other,,6.0
153,153,36745,other,,7.0
154,154,36895,first,8,
155,155,37176,other,,0.0
156,156,37320,other,,1.0
157,157,37688,first,2,
158,158,37821,other,,0.0
159,159,38053,first,1,
160,160,38174,first,0,
161,161,38313,other,,0.0
162,162,38532,other,,1.0
163,163,38732,other,,2.0
164,164,38943,other,,3.0
165,165,39079,other,,4.0
166,166,39364,other,,5.0
167,167,39500,other,,6.0
168,168,39781,other,,7.0
169,169,39920,other,,8.0
170,170,40199,first,9,
171,171,40338,other,,0.0
172,172,40636,other,,1.0
173,173,40769,first,2,
174,174,41052,other,,0.0
175,175,41186,other,,1.0
176,176,41540,other,,2.0
177,177,41681,other,,3.0
178,178,41892,other,,4.0
179,179,42019,other,,5.0
180,180,42391,other,,6.0
181,181,42514,other,,7.0
182,182,42734,other,,8.0
183,183,42869,other,,9.0
184,184,43160,other,,10.0
185,185,43304,other,,11.0
186,186,43594,other,,12.0
187,187,43734,other,,13.0
188,188,44020,first,14,
189,189,44162,other,,0.0
190,190,44464,other,,1.0
191,191,44603,first,2,
192,192,44892,first,0,
193,193,45032,other,,0.0
194,194,45327,other,,1.0
195,195,45462,other,,2.0
196,196,45757,other,,3.0
197,197,45897,other,,4.0
198,198,46183,first,5,
199,199,46327,other,,0.0
200,200,46592,first,1,
201,201,46729,first,0,
202,202,47014,other,,0.0
203,203,47224,other,,1.0
204,204,47453,other,,2.0
205,205,47605,first,3,
206,206,47909,first,0,
207,207,48048,other,,0.0
208,208,48344,other,,1.0
209,209,48484,other,,2.0
210,210,48773,first,3,
211,211,48919,other,,0.0
212,212,49229,other,,1.0
213,213,49444,other,,2.0
214,214,49673,first,3,
215,215,49811,other,,0.0
216,216,50129,first,1,
217,217,50266,other,,0.0
218,218,50555,other,,1.0
219,219,50689,other,,2.0
220,220,50986,other,,3.0
221,221,51127,other,,4.0
222,222,51408,other,,5.0
223,223,51550,other,,6.0
224,224,51859,other,,7.0
225,225,52008,other,,8.0
226,226,52301,first,9,
227,227,52432,other,,0.0
228,228,52719,other,,1.0
229,229,52855,first,2,
230,230,53144,other,,0.0
231,231,53281,other,,1.0
232,232,53563,other,,2.0
233,233,53702,other,,3.0
234,234,54135,other,,4.0
235,235,54419,other,,5.0
236,236,54555,other,,6.0
237,237,54841,other,,7.0
238,238,54977,other,,8.0
239,239,55258,other,,9.0
240,240,55391,other,,10.0
241,241,55681,other,,11.0
242,242,55821,other,,12.0
243,243,56099,first,13,
244,244,56233,other,,0.0
245,245,56585,first,1,
246,246,56722,other,,0.0
247,247,56996,other,,1.0
248,248,57139,first,2,
249,249,57350,other,,0.0
250,250,57486,other,,1.0
251,251,57754,other,,2.0
252,252,57962,first,3,
253,253,58167,other,,0.0
254,254,58298,first,1,
255,255,58582,first,0,
256,256,58717,other,,0.0
257,257,59002,other,,1.0
258,258,59139,other,,2.0
259,259,59420,first,3,
260,260,59558,other,,0.0
261,261,59831,first,1,
262,262,59976,first,0,
263,263,60268,first,0,
264,264,60402,other,,0.0
265,265,60699,other,,1.0
266,266,60831,other,,2.0
267,267,61141,other,,3.0
268,268,61273,first,4,
269,269,61561,other,,0.0
270,270,61694,other,,1.0
271,271,61989,other,,2.0
272,272,62133,other,,3.0
273,273,62421,first,4,
274,274,62560,first,0,
275,275,62858,other,,0.0
276,276,62999,other,,1.0
277,277,63279,other,,2.0
278,278,63442,other,,3.0
279,279,63746,first,4,
280,280,63879,other,,0.0
281,281,64158,other,,1.0
282,282,64296,other,,2.0
283,283,64569,other,,3.0
284,284,64703,other,,4.0
285,285,65040,other,,5.0
286,286,65177,other,,6.0
287,287,65384,other,,7.0
288,288,65523,other,,8.0
289,289,65799,other,,9.0
290,290,65941,other,,10.0
291,291,66216,other,,11.0
292,292,66352,first,12,
293,293,66634,other,,0.0
294,294,66773,other,,1.0
295,295,67057,other,,2.0
296,296,67188,first,3,
297,297,67460,first,0,
298,298,67594,other,,0.0
299,299,67849,other,,1.0
300,300,67981,other,,2.0
301,301,68263,other,,3.0
302,302,68396,other,,4.0
303,303,68674,first,5,
304,304,68806,other,,0.0
305,305,69087,first,1,
306,306,69217,other,,0.0
307,307,69469,first,1,
308,308,69596,other,,0.0
309,309,69878,other,,1.0
310,310,70072,other,,2.0
311,311,70329,first,3,
312,312,70458,first,0,
313,313,70611,other,,0.0
314,314,70739,other,,1.0
315,315,70999,other,,2.0
316,316,71132,other,,3.0
317,317,71370,other,,4.0
318,318,71572,other,,5.0
319,319,71800,first,6,
320,320,71939,first,0,
321,321,72160,other,,0.0
322,322,72292,other,,1.0
323,323,72513,first,2,
324,324,72648,other,,0.0
325,325,72861,other,,1.0
326,326,72998,other,,2.0
327,327,73216,other,,3.0
328,328,73353,other,,4.0
329,329,73570,other,,5.0
330,330,73756,other,,6.0
331,331,73983,other,,7.0
332,332,74128,first,8,
333,333,74452,first,0,
334,334,74609,other,,0.0
335,335,74925,other,,1.0
336,336,75087,other,,2.0
337,337,75390,first,3,
338,338,75539,first,0,
339,339,75786,other,,0.0
340,340,75926,other,,1.0
341,341,76076,other,,2.0
342,342,76224,other,,3.0
343,343,76382,other,,4.0
344,344,76622,other,,5.0
