,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,94,first,0,
1,1,224,other,,1.0
2,2,334,other,,2.0
3,3,545,other,,3.0
4,4,655,other,,4.0
5,5,769,other,,5.0
6,6,893,other,,6.0
7,7,1095,first,6,
8,8,1205,other,,0.0
9,9,1316,first,1,
10,10,1429,other,,0.0
11,11,1633,other,,1.0
12,12,1742,other,,2.0
13,13,1849,other,,3.0
14,14,1956,other,,4.0
15,15,2301,other,,5.0
16,16,2422,other,,6.0
17,17,2534,other,,7.0
18,18,2757,first,8,
19,19,2866,first,0,
20,20,2976,other,,0.0
21,21,3089,other,,1.0
22,22,3299,first,2,
23,23,3517,other,,0.0
24,24,3638,other,,1.0
25,25,3886,other,,2.0
26,26,3996,first,3,
27,27,4120,other,,0.0
28,28,4244,first,1,
29,29,4506,other,,0.0
30,30,4624,other,,1.0
31,31,4752,other,,2.0
32,32,4880,other,,3.0
33,33,5114,first,4,
34,34,5231,other,,0.0
35,35,5349,first,1,
36,36,5466,other,,0.0
37,37,5725,other,,1.0
38,38,5842,other,,2.0
39,39,5950,other,,3.0
40,40,6072,other,,4.0
41,41,6305,first,5,
42,42,6423,first,0,
43,43,6538,other,,0.0
44,44,6654,other,,1.0
45,45,6882,first,2,
46,46,6998,other,,0.0
47,47,7105,other,,1.0
48,48,7219,other,,2.0
49,49,7428,other,,3.0
50,50,7537,other,,4.0
51,51,7649,other,,5.0
52,52,7766,other,,6.0
53,53,7982,other,,7.0
54,54,8092,other,,8.0
55,55,8205,other,,9.0
56,56,8321,other,,10.0
57,57,8532,other,,11.0
58,58,8641,other,,12.0
59,59,8754,first,13,
60,60,8874,other,,0.0
61,61,9091,other,,1.0
62,62,9216,first,2,
63,63,9337,other,,0.0
64,64,9449,other,,1.0
65,65,9675,other,,2.0
66,66,9791,first,3,
67,67,9902,other,,0.0
68,68,10019,first,1,
69,69,10250,other,,0.0
70,70,10363,other,,1.0
71,71,10467,other,,2.0
72,72,10577,other,,3.0
73,73,10811,other,,4.0
74,74,11030,other,,5.0
75,75,11160,other,,6.0
76,76,11387,other,,7.0
77,77,11498,other,,8.0
78,78,11620,other,,9.0
79,79,11977,other,,10.0
80,80,12088,first,11,
81,81,12204,other,,0.0
82,82,12323,other,,1.0
83,83,12547,first,2,
84,84,12677,other,,0.0
85,85,13158,first,1,
86,86,13276,other,,0.0
87,87,13395,other,,1.0
88,88,13512,other,,2.0
89,89,13738,other,,3.0
90,90,13852,first,4,
91,91,13973,other,,0.0
92,92,14097,other,,1.0
93,93,14320,first,2,
94,94,14441,other,,0.0
95,95,14561,first,1,
96,96,14670,other,,0.0
97,97,14891,other,,1.0
98,98,15005,other,,2.0
99,99,15120,other,,3.0
100,100,15241,other,,4.0
101,101,15470,first,5,
102,102,15585,other,,0.0
103,103,15702,first,1,
104,104,15821,other,,0.0
105,105,16163,first,1,
106,106,16273,other,,0.0
107,107,16394,other,,1.0
108,108,16622,other,,2.0
109,109,16863,other,,3.0
110,110,16983,other,,4.0
111,111,17206,first,5,
112,112,17324,other,,0.0
113,113,17441,other,,1.0
114,114,17562,other,,2.0
115,115,17783,other,,3.0
116,116,17885,other,,4.0
117,117,17997,other,,5.0
118,118,18115,other,,6.0
119,119,18340,first,7,
120,120,18453,first,0,
121,121,18569,other,,0.0
122,122,18698,other,,1.0
123,123,18918,other,,2.0
124,124,19034,other,,3.0
125,125,19145,other,,4.0
126,126,19268,other,,5.0
127,127,19515,first,6,
128,128,19636,other,,0.0
129,129,19754,other,,1.0
130,130,19879,other,,2.0
131,131,20112,other,,3.0
132,132,20228,other,,4.0
133,133,20347,other,,5.0
134,134,20471,other,,6.0
135,135,20701,other,,7.0
136,136,20818,other,,8.0
137,137,20938,other,,9.0
138,138,21063,other,,10.0
139,139,21291,other,,11.0
140,140,21407,other,,12.0
141,141,21652,other,,13.0
142,142,22006,first,14,
143,143,22249,other,,0.0
144,144,22484,other,,1.0
145,145,22603,first,2,
146,146,22841,other,,0.0
147,147,23065,first,1,
148,148,23188,first,0,
149,149,23310,other,,0.0
150,150,23424,other,,1.0
151,151,23683,other,,2.0
152,152,23793,other,,3.0
153,153,23916,other,,4.0
154,154,24287,first,5,
155,155,24409,first,0,
156,156,24532,other,,0.0
157,157,24662,first,1,
158,158,24893,first,0,
159,159,25014,other,,0.0
160,160,25128,other,,1.0
161,161,25256,other,,2.0
162,162,25480,other,,3.0
163,163,25601,other,,4.0
164,164,25729,other,,5.0
165,165,25862,first,6,
166,166,26134,other,,0.0
167,167,26255,other,,1.0
168,168,26373,other,,2.0
169,169,26497,other,,3.0
170,170,26717,other,,4.0
171,171,26953,first,5,
172,172,27070,other,,0.0
173,173,27330,first,1,
174,174,27457,other,,0.0
175,175,27574,other,,1.0
176,176,27697,other,,2.0
177,177,27937,other,,3.0
178,178,28048,other,,4.0
179,179,28161,first,5,
180,180,28289,other,,0.0
181,181,28514,other,,1.0
182,182,28638,other,,2.0
183,183,28757,other,,3.0
184,184,28875,other,,4.0
185,185,29086,other,,5.0
186,186,29203,other,,6.0
187,187,29319,other,,7.0
188,188,29442,other,,8.0
189,189,29650,other,,9.0
190,190,29762,other,,10.0
191,191,29883,other,,11.0
192,192,30006,other,,12.0
193,193,30253,other,,13.0
194,194,30371,other,,14.0
195,195,30487,other,,15.0
196,196,30608,other,,16.0
197,197,30855,other,,17.0
198,198,30974,other,,18.0
199,199,31092,other,,19.0
200,200,31209,other,,20.0
201,201,31443,other,,21.0
202,202,31561,other,,22.0
203,203,31681,first,23,
204,204,31808,other,,0.0
205,205,32064,first,1,
206,206,32188,other,,0.0
207,207,32309,other,,1.0
208,208,32438,other,,2.0
209,209,32673,other,,3.0
210,210,32800,first,4,
211,211,32938,other,,0.0
212,212,33069,first,1,
213,213,33343,other,,0.0
214,214,33461,other,,1.0
215,215,33590,other,,2.0
216,216,33714,other,,3.0
217,217,33981,other,,4.0
218,218,34108,other,,5.0
219,219,34234,other,,6.0
220,220,34360,other,,7.0
221,221,34663,other,,8.0
