,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,112,first,0,
1,1,252,other,,1.0
2,2,405,first,1,
3,3,824,other,,0.0
4,4,966,other,,1.0
5,5,1124,other,,2.0
6,6,1272,first,3,
7,7,1610,first,0,
8,8,1754,other,,0.0
9,9,1897,other,,1.0
10,10,2039,other,,2.0
11,11,2186,first,3,
12,12,2649,first,0,
13,13,2790,other,,0.0
14,14,2938,other,,1.0
15,15,3082,other,,2.0
16,16,3533,first,3,
17,17,3690,first,0,
18,18,3845,first,0,
19,19,3999,other,,0.0
20,20,4450,other,,1.0
21,21,4600,other,,2.0
22,22,4742,other,,3.0
23,23,4896,other,,4.0
24,24,5314,other,,5.0
25,25,5466,other,,6.0
26,26,5625,other,,7.0
27,27,5775,other,,8.0
28,28,6226,first,9,
29,29,6371,other,,0.0
30,30,6525,first,1,
31,31,6679,other,,0.0
32,32,7143,first,1,
33,33,7289,first,0,
34,34,7444,other,,0.0
35,35,7590,other,,1.0
36,36,7742,other,,2.0
37,37,8244,other,,3.0
38,38,8401,other,,4.0
39,39,8567,other,,5.0
40,40,8721,other,,6.0
41,41,9187,other,,7.0
42,42,9340,first,8,
43,43,9500,other,,0.0
44,44,9659,other,,1.0
45,45,9816,first,2,
46,46,10203,other,,0.0
47,47,10364,first,1,
48,48,10516,other,,0.0
49,49,10667,other,,1.0
50,50,11033,first,2,
51,51,11331,other,,0.0
52,52,11479,first,1,
53,53,11951,first,0,
54,54,12102,other,,0.0
55,55,12250,other,,1.0
56,56,12399,other,,2.0
57,57,12793,first,3,
58,58,12934,first,0,
59,59,13075,first,0,
60,60,13228,other,,0.0
61,61,13579,first,1,
62,62,13725,other,,0.0
63,63,13870,other,,1.0
64,64,14023,other,,2.0
65,65,14320,other,,3.0
66,66,14470,first,4,
67,67,14613,other,,0.0
68,68,14760,other,,1.0
69,69,15111,other,,2.0
70,70,15403,first,3,
71,71,15552,other,,0.0
72,72,15970,first,1,
73,73,16123,other,,0.0
74,74,16280,other,,1.0
75,75,16437,other,,2.0
76,76,16905,first,3,
77,77,17055,other,,0.0
78,78,17214,other,,1.0
79,79,17370,other,,2.0
80,80,17810,other,,3.0
81,81,17961,other,,4.0
82,82,18108,other,,5.0
83,83,18260,other,,6.0
