,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,153,first,0,
1,1,542,other,,1.0
2,2,663,other,,2.0
3,3,1026,other,,3.0
4,4,1140,other,,4.0
5,5,1253,other,,5.0
6,6,1368,first,5,
7,7,1614,first,0,
8,8,1716,other,,0.0
9,9,1833,other,,1.0
10,10,1956,other,,2.0
11,11,2207,other,,3.0
12,12,2320,other,,4.0
13,13,2442,other,,5.0
14,14,2561,first,6,
15,15,2912,first,0,
16,16,3032,other,,0.0
17,17,3148,other,,1.0
18,18,3387,other,,2.0
19,19,3501,other,,3.0
20,20,3615,other,,4.0
21,21,3734,other,,5.0
22,22,3978,other,,6.0
23,23,4090,other,,7.0
24,24,4216,first,8,
25,25,4334,other,,0.0
26,26,4554,first,1,
27,27,4665,other,,0.0
28,28,4913,first,1,
29,29,5168,other,,0.0
30,30,5293,other,,1.0
31,31,5394,other,,2.0
32,32,5512,first,3,
33,33,5768,first,0,
34,34,5886,other,,0.0
35,35,6129,other,,1.0
36,36,6375,other,,2.0
37,37,6495,other,,3.0
38,38,6617,first,4,
39,39,6737,other,,0.0
40,40,6986,first,1,
41,41,7120,other,,0.0
42,42,7247,other,,1.0
43,43,7369,other,,2.0
44,44,7608,other,,3.0
45,45,7745,first,4,
46,46,7860,other,,0.0
47,47,7990,first,1,
48,48,8248,first,0,
49,49,8380,other,,0.0
50,50,8507,other,,1.0
51,51,8634,other,,2.0
52,52,8893,other,,3.0
53,53,9012,other,,4.0
54,54,9140,other,,5.0
55,55,9266,other,,6.0
56,56,9517,other,,7.0
57,57,9636,other,,8.0
58,58,9765,other,,9.0
59,59,9887,other,,10.0
60,60,10149,other,,11.0
61,61,10271,first,12,
62,62,10399,other,,0.0
63,63,10534,other,,1.0
64,64,10805,first,2,
65,65,11168,other,,0.0
66,66,11425,first,1,
67,67,11559,first,0,
68,68,11693,other,,0.0
69,69,11830,other,,1.0
70,70,12074,other,,2.0
71,71,12205,other,,3.0
72,72,12333,other,,4.0
73,73,12468,other,,5.0
74,74,12742,other,,6.0
75,75,12864,other,,7.0
76,76,13002,other,,8.0
77,77,13131,other,,9.0
78,78,13397,other,,10.0
79,79,13527,other,,11.0
80,80,13654,first,12,
81,81,13790,other,,0.0
82,82,14053,other,,1.0
83,83,14186,first,2,
84,84,14314,other,,0.0
85,85,14448,other,,1.0
86,86,14715,first,2,
87,87,14852,other,,0.0
88,88,14987,other,,1.0
89,89,15110,other,,2.0
90,90,15360,first,3,
91,91,15487,other,,0.0
92,92,15613,other,,1.0
93,93,15740,other,,2.0
94,94,16002,first,3,
95,95,16133,other,,0.0
96,96,16265,other,,1.0
97,97,16395,other,,2.0
98,98,16660,other,,3.0
99,99,16786,other,,4.0
100,100,17048,first,5,
101,101,17322,first,0,
102,102,17456,first,0,
103,103,17588,other,,0.0
104,104,17723,first,1,
105,105,17970,other,,0.0
106,106,18096,other,,1.0
107,107,18227,other,,2.0
108,108,18354,other,,3.0
109,109,18619,other,,4.0
110,110,18747,first,5,
111,111,18880,other,,0.0
112,112,19005,other,,1.0
113,113,19272,other,,2.0
114,114,19395,other,,3.0
115,115,19517,other,,4.0
116,116,19636,other,,5.0
117,117,19901,first,6,
118,118,20026,first,0,
119,119,20153,other,,0.0
120,120,20284,other,,1.0
121,121,20537,other,,2.0
122,122,20653,other,,3.0
123,123,20786,other,,4.0
124,124,20922,other,,5.0
125,125,21189,first,6,
