,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
85,85,18627,other,,2.0
86,86,18808,first,3,
87,87,19079,other,,0.0
88,88,19257,other,,1.0
89,89,19522,other,,2.0
90,90,19697,other,,3.0
91,91,19918,first,4,
92,92,20070,first,0,
93,93,20335,other,,0.0
94,94,20504,other,,1.0
95,95,20802,other,,2.0
96,96,20972,other,,3.0
97,97,21249,first,4,
98,98,21411,other,,0.0
99,99,21675,other,,1.0
100,100,21840,other,,2.0
101,101,22116,other,,3.0
102,102,22298,other,,4.0
103,103,22606,other,,5.0
104,104,22790,other,,6.0
105,105,23091,other,,7.0
106,106,23278,other,,8.0
107,107,23614,first,9,
108,108,23787,other,,0.0
109,109,24108,first,1,
110,110,24289,other,,0.0
111,111,24682,first,1,
112,112,24866,first,0,
113,113,25209,other,,0.0
114,114,25392,other,,1.0
115,115,25749,first,2,
116,116,25939,first,0,
117,117,26318,first,0,
118,118,26498,first,0,
119,119,26885,other,,0.0
120,120,27068,other,,1.0
121,121,27412,first,2,
122,122,27588,other,,0.0
123,123,27692,other,,1.0
124,124,28006,other,,2.0
125,125,28192,other,,3.0
126,126,28293,other,,4.0
127,127,28606,first,5,
128,128,28708,first,0,
129,129,28889,other,,0.0
130,130,29189,other,,1.0
131,131,29366,other,,2.0
132,132,29761,first,3,
133,133,29865,other,,0.0
134,134,29966,other,,1.0
135,135,30070,other,,2.0
136,136,30367,other,,3.0
137,137,30562,other,,4.0
138,138,30665,other,,5.0
139,139,30935,other,,6.0
140,140,31136,other,,7.0
141,141,31244,other,,8.0
142,142,31532,other,,9.0
143,143,31633,other,,10.0
144,144,31829,other,,11.0
145,145,32128,other,,12.0
146,146,32316,other,,13.0
147,147,32426,other,,14.0
148,148,32665,other,,15.0
149,149,32851,other,,16.0
150,150,32952,other,,17.0
151,151,33148,other,,18.0
152,152,33318,first,19,
153,153,33509,first,0,
154,154,33823,other,,0.0
155,155,34009,other,,1.0
156,156,34193,other,,2.0
157,157,34409,first,3,
158,158,34592,first,0,
159,159,34818,other,,0.0
160,160,35006,other,,1.0
161,161,35342,other,,2.0
162,162,35524,other,,3.0
163,163,35625,other,,4.0
164,164,35853,other,,5.0
165,165,36043,other,,6.0
166,166,36374,other,,7.0
167,167,36562,other,,8.0
168,168,36848,other,,9.0
169,169,37045,first,10,
170,170,37318,other,,0.0
171,171,37494,first,1,
172,172,37773,other,,0.0
173,173,37945,first,1,
174,174,38245,first,0,
175,175,38410,other,,0.0
176,176,38702,other,,1.0
177,177,38886,other,,2.0
178,178,39164,other,,3.0
179,179,39343,other,,4.0
180,180,39641,other,,5.0
181,181,39839,other,,6.0
182,182,40154,other,,7.0
183,183,40340,first,8,
184,184,40540,other,,0.0
185,185,40720,first,1,
186,186,40902,other,,0.0
187,187,41199,other,,1.0
188,188,41391,other,,2.0
189,189,41505,other,,3.0
190,190,41714,other,,4.0
191,191,41898,other,,5.0
192,192,42000,other,,6.0
193,193,42217,other,,7.0
194,194,42407,other,,8.0
195,195,42701,other,,9.0
196,196,42884,other,,10.0
197,197,43148,other,,11.0
198,198,43251,other,,12.0
199,199,43431,other,,13.0
200,200,43629,other,,14.0
201,201,43809,first,15,
202,202,44090,other,,0.0
203,203,44276,other,,1.0
204,204,44377,other,,2.0
205,205,44576,first,3,
206,206,44768,other,,0.0
207,207,45048,first,1,
208,208,45242,other,,0.0
209,209,45501,other,,1.0
210,210,45684,other,,2.0
211,211,45932,other,,3.0
212,212,46039,other,,4.0
213,213,46231,first,5,
214,214,46387,first,0,
215,215,46488,other,,0.0
216,216,46674,other,,1.0
217,217,46840,first,2,
218,218,47025,other,,0.0
219,219,47228,other,,1.0
220,220,47411,other,,2.0
221,221,47514,first,3,
222,222,47718,other,,0.0
223,223,47829,first,1,
224,224,48024,other,,0.0
225,225,48214,other,,1.0
226,226,48410,other,,2.0
227,227,48713,first,3,
228,228,48905,first,0,
229,229,49216,other,,0.0
230,230,49317,other,,1.0
231,231,49506,other,,2.0
232,232,49690,first,3,
233,233,49873,other,,0.0
234,234,50201,first,1,
235,235,50390,other,,0.0
236,236,50571,other,,1.0
237,237,50746,other,,2.0
238,238,51041,other,,3.0
239,239,51207,other,,4.0
240,240,51477,other,,5.0
241,241,51654,other,,6.0
242,242,51901,other,,7.0
243,243,52081,other,,8.0
244,244,52360,first,9,
245,245,52533,other,,0.0
246,246,52783,first,1,
247,247,52960,other,,0.0
248,248,53079,other,,1.0
249,249,53243,other,,2.0
250,250,53414,other,,3.0
251,251,53666,other,,4.0
252,252,53828,other,,5.0
253,253,54076,other,,6.0
254,254,54238,other,,7.0
255,255,54498,other,,8.0
256,256,54654,other,,9.0
257,257,54892,other,,10.0
258,258,55059,other,,11.0
259,259,55332,other,,12.0
260,260,55515,other,,13.0
261,261,55754,other,,14.0
262,262,55936,other,,15.0
263,263,56195,first,16,
264,264,56362,other,,0.0
265,265,56618,first,1,
266,266,56781,other,,0.0
267,267,57013,other,,1.0
268,268,57188,first,2,
269,269,57425,other,,0.0
270,270,57598,other,,1.0
271,271,57876,first,2,
272,272,58048,other,,0.0
273,273,58346,first,1,
274,274,58530,first,0,
275,275,58798,other,,0.0
276,276,58966,other,,1.0
277,277,59227,other,,2.0
278,278,59413,first,3,
279,279,59518,other,,0.0
280,280,59699,first,1,
281,281,59885,other,,0.0
282,282,60168,first,1,
283,283,60269,other,,0.0
284,284,60459,other,,1.0
285,285,60635,other,,2.0
286,286,60803,other,,3.0
287,287,61052,other,,4.0
288,288,61221,first,5,
289,289,61484,other,,0.0
290,290,61668,other,,1.0
291,291,61929,other,,2.0
292,292,62031,other,,3.0
293,293,62190,other,,4.0
294,294,62358,first,5,
295,295,62527,first,0,
296,296,62786,other,,0.0
297,297,62958,other,,1.0
298,298,63205,other,,2.0
299,299,63380,other,,3.0
300,300,63623,first,4,
301,301,63783,other,,0.0
302,302,64026,other,,1.0
303,303,64196,other,,2.0
304,304,64426,other,,3.0
305,305,64606,other,,4.0
306,306,64876,other,,5.0
307,307,65063,other,,6.0
308,308,65324,other,,7.0
309,309,65507,other,,8.0
310,310,65613,other,,9.0
311,311,65780,other,,10.0
312,312,65977,other,,11.0
313,313,66090,other,,12.0
314,314,66292,other,,13.0
315,315,66401,first,14,
316,316,66503,other,,0.0
317,317,66640,other,,1.0
318,318,66819,other,,2.0
319,319,67008,other,,3.0
320,320,67122,first,4,
321,321,67340,first,0,
322,322,67527,other,,0.0
323,323,67634,other,,1.0
324,324,67837,other,,2.0
325,325,68027,other,,3.0
326,326,68317,other,,4.0
327,327,68492,other,,5.0
328,328,68594,other,,6.0
329,329,68763,first,7,
330,330,68948,first,0,
331,331,69057,other,,0.0
332,332,69235,other,,1.0
333,333,69420,first,2,
334,334,69711,other,,0.0
335,335,69909,other,,1.0
336,336,70012,other,,2.0
337,337,70196,first,3,
338,338,70386,other,,0.0
339,339,70487,first,1,
340,340,70666,other,,0.0
341,341,70857,other,,1.0
342,342,71127,other,,2.0
343,343,71316,other,,3.0
344,344,71594,other,,4.0
345,345,71789,first,5,
346,346,71895,other,,0.0
347,347,72071,first,1,
348,348,72259,other,,0.0
349,349,72529,first,1,
350,350,72711,other,,0.0
351,351,72967,other,,1.0
352,352,73136,other,,2.0
353,353,73395,other,,3.0
354,354,73564,other,,4.0
355,355,73810,other,,5.0
356,356,73979,other,,6.0
357,357,74229,first,7,
358,358,74403,first,0,
359,359,74654,other,,0.0
360,360,74829,other,,1.0
361,361,75084,other,,2.0
362,362,75255,other,,3.0
363,363,75526,first,4,
364,364,75735,other,,0.0
365,365,75992,other,,1.0
366,366,76157,other,,2.0
367,367,76388,other,,3.0
368,368,76555,other,,4.0
