,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,238,first,0,
1,1,412,other,,1.0
2,2,851,other,,2.0
3,3,1044,first,2,
4,4,2009,first,0,
5,5,2111,other,,0.0
6,6,2292,other,,1.0
7,7,2653,first,2,
8,8,2831,first,0,
9,9,3328,first,0,
10,10,3491,other,,0.0
11,11,4114,first,1,
12,12,4303,first,0,
13,13,4405,other,,0.0
14,14,4708,other,,1.0
15,15,4908,other,,2.0
16,16,5014,first,3,
17,17,5403,first,0,
18,18,5510,other,,0.0
19,19,5711,other,,1.0
20,20,6208,first,2,
21,21,6313,other,,0.0
22,22,6421,first,1,
23,23,6522,other,,0.0
24,24,7042,first,1,
25,25,7152,other,,0.0
26,26,7268,other,,1.0
27,27,7383,other,,2.0
28,28,7922,other,,3.0
29,29,8028,other,,4.0
30,30,8137,other,,5.0
31,31,8245,other,,6.0
32,32,8818,first,7,
33,33,8925,other,,0.0
34,34,9040,other,,1.0
35,35,9153,other,,2.0
36,36,9717,first,3,
37,37,9822,first,0,
38,38,9929,other,,0.0
39,39,10038,first,1,
40,40,10557,other,,0.0
41,41,10661,other,,1.0
42,42,10765,other,,2.0
43,43,10885,other,,3.0
44,44,11385,other,,4.0
45,45,11490,other,,5.0
46,46,11593,other,,6.0
47,47,12210,first,7,
48,48,12415,other,,0.0
49,49,12526,other,,1.0
50,50,13015,first,2,
51,51,13220,first,0,
52,52,13321,other,,0.0
53,53,13818,other,,1.0
54,54,13922,first,2,
55,55,14028,other,,0.0
56,56,14130,other,,1.0
57,57,14629,first,2,
58,58,14730,other,,0.0
59,59,14831,other,,1.0
60,60,14933,other,,2.0
61,61,15444,first,3,
62,62,15645,first,0,
63,63,16213,first,0,
64,64,16402,other,,0.0
65,65,16504,other,,1.0
66,66,17027,other,,2.0
67,67,17130,other,,3.0
68,68,17232,first,4,
69,69,17776,other,,0.0
70,70,17958,other,,1.0
71,71,18483,first,2,
72,72,18670,other,,0.0
73,73,19174,other,,1.0
74,74,19275,other,,2.0
75,75,19470,first,3,
76,76,19920,other,,0.0
77,77,20115,other,,1.0
78,78,20644,other,,2.0
79,79,20840,other,,3.0
80,80,21376,other,,4.0
81,81,21553,other,,5.0
82,82,22078,first,6,
83,83,22247,other,,0.0
84,84,22780,first,1,
85,85,22964,first,0,
86,86,23499,first,0,
87,87,23671,other,,0.0
88,88,24202,first,1,
89,89,24375,first,0,
90,90,24895,first,0,
91,91,25072,other,,0.0
92,92,25510,other,,1.0
93,93,25678,other,,2.0
94,94,26102,first,3,
95,95,26206,other,,0.0
96,96,26396,other,,1.0
97,97,26695,other,,2.0
98,98,26799,other,,3.0
99,99,26997,first,4,
100,100,27482,first,0,
101,101,27657,other,,0.0
102,102,28124,other,,1.0
103,103,28225,first,2,
104,104,28418,other,,0.0
105,105,28892,other,,1.0
106,106,29076,other,,2.0
107,107,29180,other,,3.0
108,108,29624,other,,4.0
109,109,29815,other,,5.0
110,110,30519,other,,6.0
111,111,30711,other,,7.0
112,112,31125,other,,8.0
113,113,31313,other,,9.0
114,114,31788,first,10,
115,115,31892,first,0,
116,116,32069,other,,0.0
117,117,32420,other,,1.0
118,118,32613,other,,2.0
119,119,32715,other,,3.0
120,120,33084,first,4,
121,121,33267,other,,0.0
122,122,33630,other,,1.0
123,123,33805,other,,2.0
124,124,34210,other,,3.0
125,125,34311,other,,4.0
126,126,34486,other,,5.0
127,127,34745,other,,6.0
128,128,34940,other,,7.0
129,129,35044,other,,8.0
130,130,35320,other,,9.0
131,131,35484,first,10,
132,132,35821,other,,0.0
133,133,35984,first,1,
134,134,36358,first,0,
135,135,36541,other,,0.0
136,136,36926,first,1,
137,137,37098,other,,0.0
138,138,37445,other,,1.0
139,139,37608,other,,2.0
140,140,37938,other,,3.0
141,141,38097,other,,4.0
142,142,38433,other,,5.0
143,143,38604,other,,6.0
144,144,38932,first,7,
145,145,39095,other,,0.0
146,146,39421,first,1,
147,147,39577,other,,0.0
148,148,40223,other,,1.0
149,149,40394,other,,2.0
150,150,40860,other,,3.0
151,151,41034,other,,4.0
152,152,41632,other,,5.0
153,153,41817,other,,6.0
154,154,42278,first,7,
155,155,42462,other,,0.0
156,156,43029,first,1,
157,157,43198,other,,0.0
158,158,43622,first,1,
159,159,43804,other,,0.0
160,160,43908,other,,1.0
161,161,44192,other,,2.0
162,162,44379,other,,3.0
163,163,45091,first,4,
164,164,45259,first,0,
165,165,45811,other,,0.0
166,166,45974,first,1,
167,167,46467,first,0,
168,168,46631,other,,0.0
169,169,47017,first,1,
170,170,47181,other,,0.0
171,171,47728,first,1,
172,172,47891,other,,0.0
173,173,48342,first,1,
174,174,48502,first,0,
175,175,48955,other,,0.0
176,176,49115,other,,1.0
177,177,49510,other,,2.0
178,178,49654,other,,3.0
179,179,50054,other,,4.0
180,180,50186,other,,5.0
181,181,50345,other,,6.0
182,182,50617,other,,7.0
183,183,50755,first,8,
184,184,50899,other,,0.0
185,185,51223,first,1,
186,186,51357,other,,0.0
187,187,51500,other,,1.0
188,188,51906,other,,2.0
189,189,52044,other,,3.0
190,190,52190,other,,4.0
191,191,52470,other,,5.0
192,192,52605,other,,6.0
193,193,52742,other,,7.0
194,194,53067,other,,8.0
195,195,53189,other,,9.0
196,196,53321,other,,10.0
197,197,53688,other,,11.0
198,198,53832,other,,12.0
199,199,54186,other,,13.0
200,200,54334,other,,14.0
201,201,54780,first,15,
202,202,54924,other,,0.0
203,203,55307,first,1,
204,204,55452,other,,0.0
205,205,55815,first,1,
206,206,55969,other,,0.0
207,207,56298,other,,1.0
208,208,56446,first,2,
209,209,56844,first,0,
210,210,57035,first,0,
211,211,57147,other,,0.0
212,212,57647,other,,1.0
213,213,57803,other,,2.0
214,214,57980,first,3,
215,215,58265,first,0,
216,216,58384,first,0,
217,217,58545,other,,0.0
218,218,59066,first,1,
219,219,59175,other,,0.0
220,220,59292,other,,1.0
221,221,59412,other,,2.0
222,222,59746,first,3,
223,223,59861,other,,0.0
224,224,59970,other,,1.0
225,225,60088,other,,2.0
226,226,60430,other,,3.0
227,227,60549,other,,4.0
228,228,60658,other,,5.0
229,229,60774,first,6,
230,230,61131,first,0,
231,231,61239,other,,0.0
232,232,61345,other,,1.0
233,233,61455,other,,2.0
234,234,61748,other,,3.0
235,235,61862,other,,4.0
236,236,61971,first,5,
237,237,62080,other,,0.0
238,238,62496,other,,1.0
239,239,62613,other,,2.0
240,240,62728,other,,3.0
241,241,62840,other,,4.0
242,242,63169,other,,5.0
243,243,63283,other,,6.0
