,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,128,first,0,
1,1,511,other,,1.0
2,2,637,other,,2.0
3,3,767,other,,3.0
4,4,896,other,,4.0
5,5,1280,first,4,
6,6,1400,other,,0.0
7,7,1526,other,,1.0
8,8,1655,first,2,
9,9,2046,other,,0.0
10,10,2181,other,,1.0
11,11,2315,other,,2.0
12,12,2451,other,,3.0
13,13,2821,first,4,
14,14,2954,other,,0.0
15,15,3080,other,,1.0
16,16,3201,other,,2.0
17,17,3609,other,,3.0
18,18,3726,other,,4.0
19,19,3847,other,,5.0
20,20,3965,other,,6.0
21,21,4354,first,7,
22,22,4485,other,,0.0
23,23,4610,other,,1.0
24,24,4730,other,,2.0
25,25,5123,first,3,
26,26,5250,other,,0.0
27,27,5381,other,,1.0
28,28,5511,first,2,
29,29,5876,first,0,
30,30,6008,other,,0.0
31,31,6138,other,,1.0
32,32,6270,other,,2.0
33,33,6670,first,3,
34,34,6791,first,0,
35,35,6921,other,,0.0
36,36,7054,other,,1.0
37,37,7417,other,,2.0
38,38,7549,other,,3.0
39,39,7689,first,4,
40,40,7820,other,,0.0
41,41,8187,first,1,
42,42,8324,first,0,
43,43,8460,other,,0.0
44,44,8590,other,,1.0
45,45,8964,other,,2.0
46,46,9090,other,,3.0
47,47,9215,other,,4.0
48,48,9345,other,,5.0
49,49,9731,other,,6.0
50,50,9861,other,,7.0
51,51,9994,other,,8.0
52,52,10125,other,,9.0
53,53,10513,first,10,
54,54,10640,other,,0.0
55,55,10770,first,1,
56,56,10893,other,,0.0
57,57,11285,first,1,
58,58,11407,other,,0.0
59,59,11531,first,1,
60,60,11661,other,,0.0
61,61,12041,other,,1.0
62,62,12173,other,,2.0
63,63,12308,other,,3.0
64,64,12440,other,,4.0
65,65,12798,other,,5.0
66,66,12934,other,,6.0
67,67,13063,other,,7.0
68,68,13197,other,,8.0
69,69,13563,other,,9.0
70,70,13698,first,10,
71,71,13829,other,,0.0
72,72,13961,other,,1.0
73,73,14345,first,2,
74,74,14479,other,,0.0
75,75,14617,first,1,
76,76,14746,other,,0.0
77,77,15106,other,,1.0
78,78,15232,other,,2.0
79,79,15355,other,,3.0
80,80,15480,first,4,
81,81,15761,first,0,
82,82,15888,other,,0.0
83,83,16014,first,1,
84,84,16135,other,,0.0
85,85,16505,other,,1.0
86,86,16642,other,,2.0
87,87,16774,other,,3.0
88,88,16904,first,4,
