,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
139,139,31684,other,,10.0
140,140,31789,other,,11.0
141,141,32436,other,,12.0
142,142,32602,other,,13.0
143,143,32944,other,,14.0
144,144,33047,other,,15.0
145,145,33238,first,16,
146,146,33475,first,0,
147,147,33579,other,,0.0
148,148,33784,other,,1.0
149,149,34179,other,,2.0
150,150,34280,other,,3.0
151,151,34468,first,4,
152,152,34899,first,0,
153,153,35021,other,,0.0
154,154,35237,other,,1.0
155,155,35533,other,,2.0
156,156,35638,other,,3.0
157,157,35742,other,,4.0
158,158,35848,other,,5.0
159,159,36102,other,,6.0
160,160,36203,other,,7.0
161,161,36312,other,,8.0
162,162,36422,other,,9.0
163,163,36619,other,,10.0
164,164,36722,other,,11.0
165,165,36915,first,12,
166,166,37189,other,,0.0
167,167,37292,other,,1.0
168,168,37481,first,2,
169,169,37732,other,,0.0
170,170,37834,other,,1.0
171,171,37936,first,2,
172,172,38037,other,,0.0
173,173,38298,first,1,
174,174,38473,other,,0.0
175,175,38582,other,,1.0
176,176,38895,other,,2.0
177,177,39074,other,,3.0
178,178,39391,other,,4.0
179,179,39583,other,,5.0
180,180,39687,other,,6.0
181,181,39910,other,,7.0
182,182,40011,other,,8.0
183,183,40202,first,9,
184,184,40415,other,,0.0
185,185,40605,other,,1.0
186,186,40713,first,2,
187,187,40939,other,,0.0
188,188,41042,other,,1.0
189,189,41149,other,,2.0
190,190,41295,other,,3.0
191,191,41511,other,,4.0
192,192,41620,other,,5.0
193,193,41818,other,,6.0
194,194,42024,other,,7.0
195,195,42222,other,,8.0
196,196,42337,other,,9.0
197,197,42535,other,,10.0
198,198,42637,other,,11.0
199,199,42832,other,,12.0
200,200,43011,other,,13.0
201,201,43112,other,,14.0
202,202,43301,other,,15.0
203,203,43667,other,,16.0
204,204,43857,first,17,
205,205,43958,other,,0.0
206,206,44211,other,,1.0
207,207,44395,other,,2.0
208,208,44497,other,,3.0
209,209,44680,first,4,
210,210,44782,other,,0.0
211,211,44980,first,1,
212,212,45177,other,,0.0
213,213,45367,other,,1.0
214,214,45473,other,,2.0
215,215,45647,other,,3.0
216,216,45752,other,,4.0
217,217,45932,other,,5.0
218,218,46061,other,,6.0
219,219,46164,first,7,
220,220,46429,first,0,
221,221,46570,other,,0.0
222,222,46833,first,1,
223,223,47189,other,,0.0
224,224,47699,first,1,
225,225,47875,first,0,
226,226,48837,first,0,
227,227,48998,other,,0.0
228,228,49175,other,,1.0
229,229,49506,other,,2.0
230,230,49690,first,3,
231,231,50051,first,0,
232,232,50227,other,,0.0
233,233,50498,other,,1.0
234,234,50682,other,,2.0
235,235,51016,other,,3.0
236,236,51199,other,,4.0
237,237,51353,other,,5.0
238,238,51586,other,,6.0
239,239,51745,other,,7.0
240,240,51848,other,,8.0
241,241,52819,first,9,
242,242,52996,other,,0.0
243,243,53252,other,,1.0
244,244,53411,other,,2.0
245,245,53697,other,,3.0
246,246,53869,other,,4.0
247,247,54064,other,,5.0
248,248,54262,other,,6.0
249,249,54436,other,,7.0
250,250,54539,other,,8.0
251,251,54712,other,,9.0
252,252,54891,other,,10.0
253,253,55191,other,,11.0
254,254,55380,other,,12.0
255,255,55481,other,,13.0
256,256,55636,other,,14.0
257,257,55738,other,,15.0
258,258,55936,other,,16.0
259,259,56111,first,17,
260,260,56326,other,,0.0
261,261,56431,other,,1.0
262,262,56554,other,,2.0
263,263,56657,first,3,
264,264,56771,other,,0.0
265,265,56888,other,,1.0
266,266,57132,first,2,
267,267,57235,other,,0.0
268,268,57877,first,1,
269,269,57979,other,,0.0
270,270,58153,other,,1.0
271,271,58313,first,2,
272,272,58491,other,,0.0
273,273,58766,first,1,
274,274,58963,other,,0.0
275,275,59190,other,,1.0
276,276,59377,other,,2.0
277,277,59583,first,3,
278,278,59687,first,0,
279,279,59880,other,,0.0
280,280,59985,first,1,
281,281,60158,other,,0.0
282,282,60354,first,1,
283,283,60526,other,,0.0
284,284,60820,other,,1.0
285,285,60921,other,,2.0
286,286,61025,other,,3.0
287,287,61150,other,,4.0
288,288,61389,first,5,
289,289,61576,other,,0.0
290,290,61681,other,,1.0
291,291,61955,other,,2.0
292,292,62132,other,,3.0
293,293,62392,first,4,
294,294,62575,first,0,
295,295,62845,other,,0.0
296,296,63026,other,,1.0
297,297,63281,other,,2.0
298,298,63454,other,,3.0
299,299,63763,first,4,
300,300,63944,other,,0.0
301,301,64200,other,,1.0
302,302,64384,other,,2.0
303,303,64670,other,,3.0
304,304,64776,other,,4.0
305,305,64956,other,,5.0
306,306,65085,other,,6.0
307,307,65255,other,,7.0
308,308,65548,other,,8.0
309,309,65664,other,,9.0
310,310,65847,other,,10.0
311,311,66103,other,,11.0
312,312,66532,first,12,
313,313,66774,other,,0.0
314,314,66946,other,,1.0
315,315,67102,first,2,
316,316,67271,other,,0.0
317,317,67522,first,1,
318,318,67678,other,,0.0
319,319,67915,other,,1.0
320,320,68071,other,,2.0
321,321,68295,other,,3.0
322,322,68452,other,,4.0
323,323,68707,first,5,
324,324,68875,first,0,
325,325,69013,other,,0.0
326,326,69218,other,,1.0
327,327,69367,first,2,
328,328,69573,other,,0.0
329,329,69732,other,,1.0
330,330,69992,other,,2.0
331,331,70175,first,3,
332,332,71035,first,0,
333,333,71215,other,,0.0
334,334,71547,other,,1.0
335,335,72077,first,2,
336,336,72239,other,,0.0
337,337,72425,first,1,
338,338,72593,other,,0.0
339,339,72843,other,,1.0
340,340,72945,other,,2.0
341,341,73547,other,,3.0
342,342,73713,other,,4.0
343,343,74005,other,,5.0
344,344,74169,first,6,
345,345,74472,first,0,
346,346,74636,other,,0.0
347,347,74906,other,,1.0
348,348,75077,other,,2.0
349,349,75186,other,,3.0
350,350,75378,first,4,
351,351,75541,first,0,
352,352,75776,other,,0.0
353,353,75950,other,,1.0
354,354,76177,other,,2.0
355,355,76379,other,,3.0
356,356,76485,other,,4.0
357,357,76646,other,,5.0
