,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,112,first,0,
1,1,296,other,,1.0
2,2,398,other,,2.0
3,3,504,other,,3.0
4,4,606,other,,4.0
5,5,832,other,,5.0
6,6,934,other,,6.0
7,7,1035,other,,7.0
8,8,1137,other,,8.0
9,9,1312,first,8,
10,10,1418,other,,0.0
11,11,1522,other,,1.0
12,12,1628,first,2,
13,13,1850,other,,0.0
14,14,1956,other,,1.0
15,15,2059,other,,2.0
16,16,2164,other,,3.0
17,17,2442,other,,4.0
18,18,2549,other,,5.0
19,19,2655,first,6,
20,20,2758,other,,0.0
21,21,3023,first,1,
22,22,3128,other,,0.0
23,23,3230,other,,1.0
24,24,3336,other,,2.0
25,25,3559,other,,3.0
26,26,3663,other,,4.0
27,27,3764,other,,5.0
28,28,3866,other,,6.0
29,29,4123,first,7,
30,30,4225,other,,0.0
31,31,4328,other,,1.0
32,32,4433,first,2,
33,33,4717,other,,0.0
34,34,4823,first,1,
35,35,4933,other,,0.0
36,36,5034,other,,1.0
37,37,5262,other,,2.0
38,38,5363,other,,3.0
39,39,5465,other,,4.0
40,40,5568,first,5,
41,41,5846,first,0,
42,42,5947,other,,0.0
43,43,6049,other,,1.0
44,44,6153,other,,2.0
45,45,6356,other,,3.0
46,46,6459,other,,4.0
47,47,6563,first,5,
48,48,6668,other,,0.0
49,49,6863,first,1,
50,50,6968,other,,0.0
51,51,7069,other,,1.0
52,52,7172,other,,2.0
53,53,7355,other,,3.0
54,54,7457,other,,4.0
55,55,7558,other,,5.0
56,56,7659,other,,6.0
57,57,7854,first,7,
58,58,7956,first,0,
59,59,8059,other,,0.0
60,60,8161,other,,1.0
61,61,8335,first,2,
62,62,8439,other,,0.0
63,63,8542,other,,1.0
64,64,8643,other,,2.0
65,65,8864,other,,3.0
66,66,8966,other,,4.0
67,67,9072,other,,5.0
68,68,9179,other,,6.0
69,69,9353,other,,7.0
70,70,9456,other,,8.0
71,71,9562,other,,9.0
72,72,9669,other,,10.0
73,73,9908,other,,11.0
74,74,10009,other,,12.0
75,75,10110,other,,13.0
76,76,10211,other,,14.0
77,77,10389,first,15,
78,78,10492,other,,0.0
79,79,10593,other,,1.0
80,80,10697,other,,2.0
81,81,10874,first,3,
82,82,10978,other,,0.0
83,83,11080,other,,1.0
84,84,11182,other,,2.0
85,85,11365,first,3,
86,86,11468,other,,0.0
87,87,11580,first,1,
88,88,11681,other,,0.0
89,89,11859,other,,1.0
90,90,11964,other,,2.0
91,91,12067,other,,3.0
92,92,12168,other,,4.0
93,93,12310,other,,5.0
94,94,12415,other,,6.0
95,95,12521,other,,7.0
96,96,12622,other,,8.0
97,97,12793,other,,9.0
98,98,12894,other,,10.0
99,99,12996,other,,11.0
100,100,13100,other,,12.0
101,101,13278,other,,13.0
102,102,13385,other,,14.0
103,103,13488,other,,15.0
104,104,13767,first,16,
105,105,13870,other,,0.0
106,106,13975,other,,1.0
107,107,14081,first,2,
108,108,14264,other,,0.0
109,109,14366,other,,1.0
110,110,14469,other,,2.0
111,111,14570,other,,3.0
112,112,14759,first,4,
113,113,14864,other,,0.0
114,114,14968,other,,1.0
115,115,15072,other,,2.0
116,116,15220,other,,3.0
117,117,15322,other,,4.0
118,118,15423,first,5,
119,119,15525,other,,0.0
120,120,15711,other,,1.0
121,121,15816,first,2,
122,122,15919,other,,0.0
123,123,16024,first,1,
124,124,16175,other,,0.0
125,125,16280,other,,1.0
126,126,16381,other,,2.0
127,127,16483,other,,3.0
128,128,16625,other,,4.0
129,129,16727,other,,5.0
130,130,16831,other,,6.0
131,131,16932,first,7,
132,132,17077,other,,0.0
133,133,17180,first,1,
134,134,17282,other,,0.0
135,135,17387,other,,1.0
136,136,17575,first,2,
137,137,17680,first,0,
138,138,17786,other,,0.0
139,139,17893,other,,1.0
140,140,18016,other,,2.0
141,141,18122,other,,3.0
142,142,18228,other,,4.0
143,143,18332,other,,5.0
144,144,18500,other,,6.0
145,145,18603,other,,7.0
146,146,18712,first,8,
147,147,18815,other,,0.0
148,148,18942,other,,1.0
149,149,19046,other,,2.0
150,150,19153,other,,3.0
151,151,19257,other,,4.0
152,152,19398,other,,5.0
153,153,19504,other,,6.0
154,154,19609,other,,7.0
155,155,19714,first,8,
156,156,19816,other,,0.0
157,157,19923,other,,1.0
158,158,20024,first,2,
159,159,20125,other,,0.0
160,160,20273,other,,1.0
161,161,20379,other,,2.0
162,162,20482,other,,3.0
163,163,20588,other,,4.0
164,164,20707,other,,5.0
165,165,20813,other,,6.0
166,166,20914,other,,7.0
167,167,21018,first,8,
168,168,21162,other,,0.0
169,169,21265,other,,1.0
170,170,21370,other,,2.0
171,171,21476,other,,3.0
172,172,21652,other,,4.0
173,173,21756,other,,5.0
174,174,21858,other,,6.0
175,175,21961,other,,7.0
176,176,22161,other,,8.0
177,177,22265,other,,9.0
178,178,22370,other,,10.0
179,179,22476,other,,11.0
180,180,22610,other,,12.0
181,181,22714,other,,13.0
182,182,22818,other,,14.0
183,183,22923,other,,15.0
184,184,23077,other,,16.0
185,185,23181,other,,17.0
186,186,23284,other,,18.0
187,187,23388,first,19,
188,188,23522,other,,0.0
189,189,23624,other,,1.0
190,190,23730,other,,2.0
191,191,23831,other,,3.0
192,192,24026,other,,4.0
193,193,24132,first,5,
194,194,24235,other,,0.0
195,195,24336,other,,1.0
196,196,24520,first,2,
197,197,24623,other,,0.0
198,198,24730,first,1,
199,199,24831,other,,0.0
200,200,24998,other,,1.0
201,201,25099,other,,2.0
202,202,25204,other,,3.0
203,203,25310,other,,4.0
204,204,25432,other,,5.0
205,205,25536,other,,6.0
206,206,25637,first,7,
207,207,25743,other,,0.0
208,208,25924,first,1,
209,209,26026,other,,0.0
210,210,26128,first,1,
211,211,26232,other,,0.0
212,212,26412,first,1,
213,213,26518,other,,0.0
214,214,26625,other,,1.0
215,215,26728,other,,2.0
216,216,26869,other,,3.0
217,217,26972,other,,4.0
218,218,27079,other,,5.0
219,219,27182,other,,6.0
220,220,27470,first,7,
221,221,27572,other,,0.0
222,222,27674,other,,1.0
223,223,27778,other,,2.0
224,224,28022,other,,3.0
225,225,28123,other,,4.0
226,226,28225,other,,5.0
227,227,28328,other,,6.0
228,228,28452,first,7,
229,229,28557,other,,0.0
230,230,28658,other,,1.0
231,231,28759,first,2,
232,232,28910,other,,0.0
233,233,29014,other,,1.0
234,234,29120,other,,2.0
235,235,29222,other,,3.0
236,236,29408,other,,4.0
237,237,29509,other,,5.0
238,238,29615,other,,6.0
239,239,29718,first,7,
240,240,29853,other,,0.0
241,241,29954,other,,1.0
242,242,30057,other,,2.0
243,243,30164,other,,3.0
244,244,30298,other,,4.0
245,245,30400,other,,5.0
246,246,30503,other,,6.0
247,247,30606,other,,7.0
248,248,30773,other,,8.0
249,249,30875,other,,9.0
250,250,30981,other,,10.0
251,251,31083,other,,11.0
252,252,31244,other,,12.0
253,253,31347,other,,13.0
254,254,31454,other,,14.0
255,255,31560,other,,15.0
256,256,31721,other,,16.0
257,257,31822,other,,17.0
258,258,31924,other,,18.0
259,259,32027,other,,19.0
260,260,32153,other,,20.0
261,261,32257,other,,21.0
262,262,32359,other,,22.0
263,263,32461,other,,23.0
264,264,32668,other,,24.0
265,265,32769,other,,25.0
266,266,32876,other,,26.0
267,267,32980,other,,27.0
268,268,33121,other,,28.0
269,269,33226,first,29,
270,270,33329,other,,0.0
271,271,33430,first,1,
272,272,33642,other,,0.0
273,273,33747,other,,1.0
274,274,33852,other,,2.0
275,275,33957,other,,3.0
276,276,34077,other,,4.0
277,277,34183,other,,5.0
278,278,34288,other,,6.0
279,279,34390,first,7,
280,280,34582,first,0,
281,281,34688,other,,0.0
282,282,34789,other,,1.0
283,283,34892,other,,2.0
284,284,35060,other,,3.0
285,285,35161,other,,4.0
286,286,35294,other,,5.0
287,287,35399,other,,6.0
288,288,35542,other,,7.0
289,289,35644,other,,8.0
290,290,35750,other,,9.0
291,291,35935,other,,10.0
292,292,36039,other,,11.0
293,293,36142,other,,12.0
294,294,36243,other,,13.0
295,295,36390,other,,14.0
296,296,36493,other,,15.0
297,297,36596,other,,16.0
298,298,36697,other,,17.0
299,299,36821,other,,18.0
300,300,36926,first,19,
301,301,37030,other,,0.0
302,302,37136,other,,1.0
303,303,37271,other,,2.0
304,304,37378,first,3,
305,305,37481,other,,0.0
306,306,37657,other,,1.0
307,307,37758,other,,2.0
308,308,37864,other,,3.0
309,309,38096,first,4,
310,310,38201,first,0,
311,311,38305,other,,0.0
312,312,38478,other,,1.0
313,313,38584,other,,2.0
314,314,38689,other,,3.0
315,315,38870,other,,4.0
316,316,38973,other,,5.0
317,317,39078,other,,6.0
318,318,39273,other,,7.0
319,319,39374,other,,8.0
320,320,39479,other,,9.0
321,321,39710,other,,10.0
322,322,39816,other,,11.0
323,323,39917,other,,12.0
324,324,40103,other,,13.0
325,325,40209,first,14,
326,326,40549,other,,0.0
327,327,40655,other,,1.0
328,328,40930,first,2,
329,329,41035,other,,0.0
330,330,41141,other,,1.0
331,331,41344,other,,2.0
332,332,41449,other,,3.0
333,333,41555,other,,4.0
334,334,41756,other,,5.0
335,335,41860,other,,6.0
336,336,41965,other,,7.0
337,337,42143,other,,8.0
338,338,42246,other,,9.0
339,339,42347,other,,10.0
340,340,42553,other,,11.0
341,341,42658,other,,12.0
342,342,42759,other,,13.0
343,343,42926,other,,14.0
344,344,43028,other,,15.0
345,345,43134,other,,16.0
346,346,43319,other,,17.0
347,347,43421,other,,18.0
348,348,43525,other,,19.0
349,349,43689,other,,20.0
350,350,43794,first,21,
351,351,43899,other,,0.0
352,352,44105,other,,1.0
353,353,44212,other,,2.0
