,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
137,137,41038,other,,0.0
138,138,41217,other,,1.0
139,139,41676,other,,2.0
140,140,41815,other,,3.0
141,141,41955,other,,4.0
142,142,42303,other,,5.0
143,143,42438,other,,6.0
144,144,42572,other,,7.0
145,145,42710,other,,8.0
146,146,43226,other,,9.0
147,147,43365,other,,10.0
148,148,43504,other,,11.0
149,149,43642,other,,12.0
150,150,44063,first,13,
151,151,44212,other,,0.0
152,152,44329,other,,1.0
153,153,44484,other,,2.0
154,154,44765,first,3,
155,155,44955,first,0,
156,156,45093,other,,0.0
157,157,45341,other,,1.0
158,158,45477,other,,2.0
159,159,45620,other,,3.0
160,160,45754,other,,4.0
161,161,46289,first,5,
162,162,46420,first,0,
163,163,46567,other,,0.0
164,164,46976,first,1,
165,165,47104,other,,0.0
166,166,47244,other,,1.0
167,167,47754,first,2,
168,168,47886,other,,0.0
169,169,48015,other,,1.0
170,170,48539,first,2,
171,171,48676,other,,0.0
172,172,48812,first,1,
173,173,49486,other,,0.0
174,174,49831,first,1,
175,175,50102,first,0,
176,176,50693,other,,0.0
177,177,50836,other,,1.0
178,178,50938,other,,2.0
179,179,51329,other,,3.0
180,180,51476,other,,4.0
181,181,51612,other,,5.0
182,182,52043,other,,6.0
183,183,52187,other,,7.0
184,184,52327,first,8,
185,185,52465,other,,0.0
186,186,52892,first,1,
187,187,53033,other,,0.0
188,188,53252,other,,1.0
189,189,53400,other,,2.0
190,190,53536,other,,3.0
191,191,53937,other,,4.0
192,192,54079,other,,5.0
193,193,54226,other,,6.0
194,194,54509,other,,7.0
195,195,54646,other,,8.0
196,196,54781,other,,9.0
197,197,54922,other,,10.0
198,198,55064,other,,11.0
199,199,55215,other,,12.0
200,200,55724,other,,13.0
201,201,55877,other,,14.0
202,202,56028,other,,15.0
203,203,56742,first,16,
204,204,56884,other,,0.0
205,205,57020,other,,1.0
206,206,57311,first,2,
207,207,57448,other,,0.0
208,208,57592,other,,1.0
209,209,57736,other,,2.0
210,210,58208,first,3,
211,211,58337,first,0,
212,212,58475,other,,0.0
213,213,59026,first,1,
214,214,59160,other,,0.0
215,215,59300,other,,1.0
216,216,59897,first,2,
217,217,60030,first,0,
218,218,60164,first,0,
219,219,60688,other,,0.0
220,220,60828,other,,1.0
221,221,60950,other,,2.0
222,222,61376,first,3,
223,223,61486,other,,0.0
224,224,61605,other,,1.0
225,225,61897,other,,2.0
226,226,62020,other,,3.0
227,227,62137,other,,4.0
228,228,62449,first,5,
229,229,62580,first,0,
230,230,62755,other,,0.0
231,231,62884,other,,1.0
232,232,63083,other,,2.0
233,233,63198,other,,3.0
234,234,63318,other,,4.0
235,235,63438,other,,5.0
236,236,64096,first,6,
237,237,64240,other,,0.0
238,238,64362,other,,1.0
239,239,64480,other,,2.0
240,240,64598,other,,3.0
241,241,65285,other,,4.0
242,242,65433,other,,5.0
243,243,65585,other,,6.0
244,244,66181,other,,7.0
245,245,66321,first,8,
246,246,66467,other,,0.0
247,247,67081,first,1,
248,248,67199,other,,0.0
249,249,67747,first,1,
250,250,67860,other,,0.0
251,251,68561,other,,1.0
252,252,68688,first,2,
253,253,68812,other,,0.0
254,254,69330,first,1,
255,255,69453,other,,0.0
256,256,69997,other,,1.0
257,257,70132,other,,2.0
258,258,70263,first,3,
259,259,71322,first,0,
260,260,71502,other,,0.0
261,261,72650,first,1,
262,262,72787,other,,0.0
263,263,73250,other,,1.0
264,264,73382,other,,2.0
265,265,74146,first,3,
266,266,74276,other,,0.0
267,267,74753,first,1,
268,268,74880,other,,0.0
269,269,75018,other,,1.0
270,270,75529,first,2,
271,271,75681,other,,0.0
272,272,76068,other,,1.0
273,273,76199,other,,2.0
274,274,76591,other,,3.0
