,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,305,first,0,
1,1,409,other,,1.0
2,2,526,other,,2.0
3,3,637,other,,3.0
4,4,1070,first,3,
5,5,1180,other,,0.0
6,6,1299,first,1,
7,7,1422,other,,0.0
8,8,1776,other,,1.0
9,9,1887,other,,2.0
10,10,2010,other,,3.0
11,11,2133,other,,4.0
12,12,2558,other,,5.0
13,13,2670,first,6,
14,14,2789,other,,0.0
15,15,2906,first,1,
16,16,3402,first,0,
17,17,3512,other,,0.0
18,18,3643,other,,1.0
19,19,3754,other,,2.0
20,20,4163,first,3,
21,21,4275,first,0,
22,22,4410,other,,0.0
23,23,4523,other,,1.0
24,24,4990,other,,2.0
25,25,5093,first,3,
26,26,5203,other,,0.0
27,27,5310,first,1,
28,28,5610,other,,0.0
29,29,5714,other,,1.0
30,30,5824,other,,2.0
31,31,5933,other,,3.0
32,32,6281,first,4,
33,33,6397,other,,0.0
34,34,6507,first,1,
35,35,6628,other,,0.0
36,36,6939,first,1,
37,37,7145,other,,0.0
38,38,7261,other,,1.0
39,39,7664,other,,2.0
40,40,7820,other,,3.0
41,41,7945,other,,4.0
42,42,8068,other,,5.0
43,43,8498,other,,6.0
44,44,8619,other,,7.0
45,45,8747,first,8,
46,46,8973,other,,0.0
47,47,9294,first,1,
48,48,9422,other,,0.0
49,49,9562,other,,1.0
50,50,9735,first,2,
51,51,10141,first,0,
52,52,10272,other,,0.0
53,53,10406,other,,1.0
54,54,10535,other,,2.0
55,55,10905,other,,3.0
56,56,11069,other,,4.0
57,57,11175,other,,5.0
58,58,11297,other,,6.0
59,59,11629,other,,7.0
60,60,11837,other,,8.0
61,61,11949,other,,9.0
62,62,12288,first,10,
63,63,12483,other,,0.0
64,64,12591,first,1,
65,65,12905,other,,0.0
66,66,13017,other,,1.0
67,67,13134,first,2,
68,68,13255,other,,0.0
69,69,13639,other,,1.0
70,70,13858,first,2,
71,71,13976,other,,0.0
72,72,14316,first,1,
73,73,14449,other,,0.0
74,74,14555,first,1,
75,75,14667,other,,0.0
76,76,14959,other,,1.0
77,77,15137,other,,2.0
78,78,15252,other,,3.0
79,79,15358,other,,4.0
80,80,15682,first,5,
81,81,15791,other,,0.0
82,82,15902,first,1,
83,83,16018,other,,0.0
84,84,16313,first,1,
85,85,16415,other,,0.0
86,86,16517,other,,1.0
87,87,16638,other,,2.0
88,88,16986,other,,3.0
89,89,17102,other,,4.0
90,90,17227,first,5,
91,91,17337,other,,0.0
92,92,17634,other,,1.0
93,93,17743,other,,2.0
94,94,17861,other,,3.0
95,95,17973,other,,4.0
96,96,18220,first,5,
97,97,18331,other,,0.0
98,98,18441,first,1,
99,99,18544,other,,0.0
100,100,18798,other,,1.0
101,101,18908,other,,2.0
102,102,19014,other,,3.0
103,103,19117,other,,4.0
104,104,19504,first,5,
105,105,19624,other,,0.0
106,106,19734,other,,1.0
107,107,19852,other,,2.0
108,108,20174,other,,3.0
109,109,20283,other,,4.0
110,110,20399,other,,5.0
111,111,20506,other,,6.0
112,112,20829,other,,7.0
113,113,20932,other,,8.0
114,114,21040,other,,9.0
115,115,21152,other,,10.0
116,116,21524,other,,11.0
117,117,21628,other,,12.0
118,118,21756,other,,13.0
119,119,21869,first,14,
120,120,22182,other,,0.0
121,121,22299,other,,1.0
122,122,22415,other,,2.0
123,123,22778,first,3,
124,124,22986,first,0,
125,125,23098,other,,0.0
126,126,23517,first,1,
127,127,23623,other,,0.0
128,128,23836,other,,1.0
129,129,24205,first,2,
130,130,24308,other,,0.0
131,131,24409,first,1,
132,132,24778,first,0,
133,133,24888,first,0,
134,134,24994,other,,0.0
135,135,25104,other,,1.0
136,136,25481,other,,2.0
137,137,25678,other,,3.0
138,138,25785,other,,4.0
139,139,26109,first,5,
140,140,26313,other,,0.0
141,141,26417,other,,1.0
142,142,26714,other,,2.0
143,143,26827,other,,3.0
144,144,26930,first,4,
145,145,27047,other,,0.0
146,146,27374,first,1,
147,147,27490,other,,0.0
148,148,27593,other,,1.0
149,149,27955,other,,2.0
150,150,28158,other,,3.0
151,151,28266,first,4,
152,152,28624,other,,0.0
153,153,28725,other,,1.0
154,154,28837,other,,2.0
155,155,28940,other,,3.0
156,156,29269,other,,4.0
157,157,29467,other,,5.0
158,158,29573,other,,6.0
159,159,29943,other,,7.0
160,160,30144,other,,8.0
161,161,30250,other,,9.0
162,162,30590,other,,10.0
163,163,30800,other,,11.0
164,164,30911,other,,12.0
165,165,31380,other,,13.0
166,166,31587,other,,14.0
167,167,31698,first,15,
168,168,31997,first,0,
169,169,32100,other,,0.0
170,170,32207,other,,1.0
171,171,32312,other,,2.0
172,172,32707,other,,3.0
173,173,32897,first,4,
174,174,32999,other,,0.0
175,175,33425,first,1,
176,176,33615,other,,0.0
