,keystroke_idx,time,type,prev_keystrokes,keystrokes_since
0,0,128,first,0,
1,1,257,other,,1.0
2,2,608,other,,2.0
3,3,737,other,,3.0
4,4,867,other,,4.0
5,5,999,other,,5.0
6,6,1269,other,,6.0
7,7,1417,first,6,
8,8,1552,first,0,
9,9,1703,other,,0.0
10,10,2024,other,,1.0
11,11,2156,other,,2.0
12,12,2298,other,,3.0
13,13,2438,other,,4.0
14,14,2742,first,5,
15,15,2889,first,0,
16,16,3031,other,,0.0
17,17,3179,other,,1.0
18,18,3473,other,,2.0
19,19,3618,other,,3.0
20,20,3780,other,,4.0
21,21,3926,other,,5.0
22,22,4173,first,6,
23,23,4302,other,,0.0
24,24,4447,first,1,
25,25,4627,other,,0.0
26,26,4896,first,1,
27,27,5047,other,,0.0
28,28,5200,other,,1.0
29,29,5379,other,,2.0
30,30,5667,first,3,
31,31,5815,first,0,
32,32,5968,other,,0.0
33,33,6126,other,,1.0
34,34,6459,other,,2.0
35,35,6598,first,3,
36,36,6767,other,,0.0
37,37,6914,first,1,
38,38,7207,other,,0.0
39,39,7342,other,,1.0
40,40,7503,other,,2.0
41,41,7668,other,,3.0
42,42,8000,first,4,
43,43,8141,other,,0.0
44,44,8285,first,1,
45,45,8431,other,,0.0
46,46,8779,other,,1.0
47,47,8920,other,,2.0
48,48,9069,other,,3.0
49,49,9242,other,,4.0
50,50,9669,other,,5.0
51,51,9787,other,,6.0
52,52,9912,other,,7.0
53,53,10027,other,,8.0
54,54,10357,first,9,
55,55,10503,other,,0.0
56,56,10666,other,,1.0
57,57,10825,first,2,
58,58,11083,other,,0.0
59,59,11250,other,,1.0
60,60,11398,first,2,
61,61,11536,first,0,
62,62,11888,other,,0.0
63,63,12002,other,,1.0
64,64,12167,other,,2.0
65,65,12298,other,,3.0
66,66,12597,other,,4.0
67,67,12738,other,,5.0
68,68,12890,other,,6.0
69,69,13025,other,,7.0
70,70,13382,other,,8.0
71,71,13512,other,,9.0
72,72,13668,first,10,
73,73,13819,other,,0.0
74,74,14250,first,1,
75,75,14384,other,,0.0
76,76,14549,other,,1.0
77,77,14700,first,2,
78,78,15155,other,,0.0
79,79,15316,other,,1.0
80,80,15466,first,2,
81,81,15613,other,,0.0
82,82,15925,first,1,
83,83,16114,first,0,
84,84,16244,other,,0.0
85,85,16391,other,,1.0
86,86,16752,other,,2.0
87,87,16885,other,,3.0
88,88,17029,first,4,
89,89,17183,first,0,
90,90,17441,first,0,
91,91,17598,other,,0.0
92,92,17745,first,1,
93,93,17897,other,,0.0
94,94,18232,other,,1.0
95,95,18374,other,,2.0
96,96,18508,other,,3.0
97,97,18665,other,,4.0
98,98,19058,first,5,
99,99,19200,other,,0.0
100,100,19348,other,,1.0
101,101,19488,other,,2.0
102,102,19898,first,3,
103,103,20063,first,0,
104,104,20212,other,,0.0
105,105,20378,other,,1.0
106,106,20863,other,,2.0
107,107,20998,first,3,
108,108,21156,other,,0.0
109,109,21303,other,,1.0
