notch_applied,notch,bpf_applied,bandpass,HPF,LPF,reref_applied,reref_type,reref_channels,down_applied,downfreq
True,50,True,"{'order': 3, 'ftype': 'butter'}",1,15,True,Mastoids,"['EXG1', 'EXG2']",True,128
