,keystroke_idx,time,type,prev_keystrokes
0,0,147,first,0
1,1,275,other,
2,2,390,other,
3,3,918,other,
4,4,1040,other,
5,5,1154,other,
6,6,1273,other,
7,7,1710,first,6
8,8,1850,other,
9,9,1969,other,
10,10,2081,other,
11,11,2509,other,
12,12,2635,first,4
13,13,2737,other,
14,14,2860,first,1
15,15,3360,other,
16,16,3461,other,
17,17,3574,other,
18,18,3683,other,
19,19,4152,first,4
20,20,4257,other,
21,21,4365,first,1
22,22,5142,first,0
23,23,5261,other,
24,24,5374,other,
25,25,5920,first,2
26,26,6037,other,
27,27,6151,other,
28,28,6255,other,
29,29,6594,first,3
30,30,6725,other,
31,31,6838,first,1
32,32,6949,other,
33,33,7256,other,
34,34,7380,other,
35,35,7571,other,
36,36,7859,first,4
37,37,7975,first,0
38,38,8104,other,
39,39,8206,first,1
40,40,8428,other,
41,41,8540,other,
42,42,8653,other,
43,43,8761,other,
44,44,9039,other,
45,45,9155,other,
46,46,9260,other,
47,47,9365,other,
48,48,9623,other,
49,49,9736,other,
50,50,9866,other,
51,51,9975,other,
52,52,10208,other,
53,53,10328,first,13
54,54,10520,other,
55,55,10850,first,1
56,56,10971,other,
57,57,11090,other,
58,58,11274,first,2
59,59,11568,first,0
60,60,11733,other,
61,61,11864,other,
62,62,11974,other,
63,63,12347,other,
64,64,12561,other,
65,65,12766,other,
66,66,13064,other,
67,67,13179,other,
68,68,13294,other,
69,69,13408,other,
70,70,13720,first,10
71,71,13856,other,
72,72,13973,other,
73,73,14086,first,2
74,74,14683,first,0
75,75,14891,other,
76,76,15003,other,
77,77,15538,first,2
78,78,15675,other,
79,79,15792,first,1
80,80,15959,other,
81,81,16332,first,1
82,82,16667,other,
83,83,16780,other,
84,84,17032,first,2
85,85,17135,other,
86,86,17334,first,1
87,87,17745,first,0
88,88,17952,other,
89,89,18054,other,
90,90,18331,other,
91,91,18435,other,
92,92,18546,other,
93,93,18654,other,
94,94,18850,first,6
95,95,18957,other,
96,96,19075,other,
97,97,19182,other,
98,98,19285,other,
99,99,20033,first,4
100,100,20138,other,
101,101,20242,other,
102,102,20716,other,
103,103,20928,other,
104,104,21037,first,4
105,105,21484,other,
106,106,21588,other,
107,107,21700,other,
108,108,22232,other,
109,109,22343,other,
110,110,22460,other,
111,111,22572,other,
112,112,22925,other,
113,113,23038,other,
114,114,23149,other,
115,115,23258,other,
116,116,23602,first,11
117,117,23705,other,
118,118,23811,other,
119,119,23918,other,
120,120,24259,first,3
121,121,24465,first,0
122,122,25103,first,0
123,123,25216,other,
124,124,25327,other,
125,125,25432,other,
126,126,25834,first,3
127,127,25946,first,0
128,128,26068,other,
129,129,26181,first,1
130,130,26721,first,0
131,131,26835,other,
132,132,26945,other,
133,133,27050,other,
134,134,27844,first,3
135,135,27974,other,
136,136,28089,other,
137,137,28198,other,
138,138,28815,first,3
139,139,28927,other,
140,140,29037,other,
141,141,29140,other,
142,142,29723,first,3
143,143,29840,other,
144,144,29962,other,
145,145,30072,other,
146,146,30550,other,
147,147,30668,other,
148,148,30878,other,
149,149,31262,other,
150,150,31393,other,
151,151,31510,other,
152,152,31627,other,
153,153,32400,other,
154,154,32538,other,
155,155,32668,other,
156,156,32790,other,
157,157,33401,first,14
158,158,33529,first,0
159,159,33670,other,
160,160,33780,other,
161,161,34193,other,
162,162,34307,first,3
163,163,34427,other,
164,164,34534,other,
165,165,35006,first,2
166,166,35126,other,
167,167,35231,other,
168,168,35337,other,
169,169,35854,other,
170,170,35960,other,
171,171,36073,other,
172,172,36182,other,
173,173,36562,other,
174,174,36685,other,
175,175,36801,other,
176,176,36929,first,10
177,177,37261,other,
178,178,37367,other,
179,179,37545,first,2
180,180,38054,first,0
181,181,38200,first,0
182,182,38314,other,
183,183,38427,other,
184,184,38932,other,
185,185,39049,other,
186,186,39165,other,
187,187,39291,other,
188,188,39936,other,
189,189,40041,other,
190,190,40156,other,
191,191,40268,first,9
192,192,40951,first,0
193,193,41084,other,
194,194,41192,other,
195,195,41310,other,
196,196,41754,other,
197,197,41867,other,
198,198,41987,other,
199,199,42109,other,
200,200,42707,other,
201,201,42827,other,
202,202,42929,other,
203,203,43046,other,
204,204,43584,other,
205,205,43710,other,
206,206,43836,first,13
207,207,43956,other,
208,208,44507,other,
209,209,44630,first,2
210,210,44741,other,
211,211,44847,first,1
212,212,45530,other,
213,213,45662,other,
214,214,45786,other,
215,215,45933,other,
216,216,46558,first,4
217,217,46664,other,
218,218,46781,first,1
219,219,46892,other,
220,220,47006,other,
221,221,47791,first,2
222,222,47916,other,
223,223,48033,other,
224,224,48142,other,
225,225,48588,first,3
226,226,48705,other,
227,227,48821,first,1
228,228,48967,other,
229,229,49527,other,
230,230,49650,other,
231,231,49858,first,3
232,232,50267,first,0
233,233,50410,other,
234,234,50531,other,
235,235,50643,other,
236,236,51512,other,
237,237,51628,other,
238,238,51739,other,
239,239,51853,other,
240,240,52544,first,7
241,241,52659,other,
242,242,52768,first,1
243,243,53475,other,
244,244,53594,other,
245,245,53712,other,
246,246,53825,other,
247,247,54520,other,
248,248,54638,other,
249,249,54743,other,
250,250,54857,other,
251,251,55763,other,
252,252,55876,other,
253,253,55991,other,
254,254,56097,first,11
255,255,56843,first,0
256,256,56961,other,
257,257,57083,other,
258,258,57200,first,2
259,259,58466,first,0
260,260,58594,first,0
261,261,58715,other,
262,262,58822,other,
263,263,59872,first,2
264,264,59984,first,0
265,265,60101,other,
266,266,60208,first,1
267,267,61156,other,
