,keystroke_idx,time,type,prev_keystrokes
0,0,166,first,0
1,1,546,other,
2,2,684,other,
3,3,1070,other,
4,4,1199,other,
5,5,1581,first,4
6,6,1705,other,
7,7,2080,other,
8,8,2208,other,
9,9,2620,first,3
10,10,2746,other,
11,11,3130,first,1
12,12,3250,other,
13,13,3638,other,
14,14,3762,other,
15,15,4157,first,3
16,16,4284,other,
17,17,4697,first,1
18,18,4845,first,0
19,19,5263,other,
20,20,5387,other,
21,21,5780,first,2
22,22,5902,other,
23,23,6339,other,
24,24,6463,other,
25,25,6845,first,3
26,26,6970,other,
27,27,7433,other,
28,28,7558,other,
29,29,7933,first,3
30,30,8051,first,0
31,31,8440,first,0
32,32,8640,other,
33,33,8945,other,
34,34,9064,other,
35,35,9504,other,
36,36,9642,other,
37,37,9930,other,
38,38,10049,other,
39,39,10450,first,7
40,40,10582,other,
41,41,10975,first,1
42,42,11106,other,
43,43,11584,first,1
44,44,11714,other,
45,45,12132,other,
46,46,12264,other,
47,47,12678,other,
48,48,12806,other,
49,49,13212,other,
50,50,13334,other,
51,51,13716,first,7
52,52,13843,other,
53,53,14301,first,1
54,54,14424,other,
55,55,14740,first,1
56,56,14864,other,
57,57,15339,other,
58,58,15473,first,2
59,59,15819,first,0
60,60,15946,other,
61,61,16328,first,1
62,62,16453,other,
63,63,16840,other,
64,64,16963,first,2
65,65,17350,first,0
66,66,17482,first,0
67,67,17873,first,0
68,68,18064,other,
69,69,18369,other,
70,70,18493,other,
71,71,18892,first,3
72,72,19018,other,
73,73,19419,other,
74,74,19560,other,
75,75,19946,first,3
76,76,20075,first,0
77,77,20464,other,
78,78,20591,other,
79,79,20976,other,
80,80,21095,first,3
81,81,21472,other,
82,82,21595,other,
83,83,21989,other,
84,84,22119,other,
85,85,22584,other,
86,86,22713,other,
87,87,23031,other,
88,88,23163,other,
89,89,23553,first,8
90,90,23684,other,
91,91,24079,first,1
92,92,24211,other,
93,93,24661,first,1
94,94,24790,first,0
95,95,25093,other,
96,96,25220,other,
97,97,25633,first,2
98,98,25757,other,
99,99,26220,first,1
100,100,26344,other,
101,101,26667,first,1
102,102,26793,other,
103,103,27176,other,
104,104,27296,other,
105,105,27716,first,3
106,106,27846,other,
107,107,28248,other,
108,108,28393,other,
109,109,28781,first,3
110,110,28905,other,
111,111,29284,other,
112,112,29405,other,
113,113,29781,first,3
114,114,29911,other,
115,115,30294,other,
116,116,30428,other,
117,117,30832,other,
118,118,30965,other,
119,119,31360,other,
120,120,31494,other,
121,121,31898,other,
122,122,32022,other,
123,123,32435,other,
124,124,32552,other,
125,125,32680,other,
126,126,32992,other,
127,127,33112,other,
128,128,33526,first,14
129,129,33657,other,
130,130,34088,other,
131,131,34200,other,
132,132,34589,first,3
133,133,34797,other,
134,134,35116,other,
135,135,35252,other,
136,136,35647,other,
137,137,35852,other,
138,138,36226,other,
139,139,36357,other,
140,140,36759,other,
141,141,36888,first,8
142,142,37284,other,
143,143,37407,first,1
144,144,37774,other,
145,145,37899,first,1
146,146,38245,first,0
147,147,38367,other,
148,148,38655,other,
149,149,38780,other,
