,keystroke_idx,time,type,prev_keystrokes
0,0,142,first,0
1,1,349,other,
2,2,451,other,
3,3,650,other,
4,4,867,other,
5,5,1061,other,
6,6,1175,other,
7,7,1442,first,6
8,8,1637,first,0
9,9,1917,other,
10,10,2100,other,
11,11,2208,other,
12,12,2415,other,
13,13,2516,other,
14,14,2705,first,5
15,15,2948,first,0
16,16,3128,other,
17,17,3232,other,
18,18,3427,other,
19,19,3619,other,
20,20,3940,other,
21,21,4042,other,
22,22,4145,first,6
23,23,4250,other,
24,24,4526,first,1
25,25,4659,other,
26,26,4764,first,1
27,27,5173,other,
28,28,5277,other,
29,29,5451,other,
30,30,5713,first,3
31,31,5816,first,0
32,32,5993,other,
33,33,6287,other,
34,34,6388,other,
35,35,6579,first,3
36,36,6820,first,0
37,37,7009,other,
38,38,7112,other,
39,39,7344,other,
40,40,7518,other,
41,41,7623,other,
42,42,7940,first,5
43,43,8130,other,
44,44,8233,first,1
45,45,8696,other,
46,46,8871,other,
47,47,8982,other,
48,48,9402,other,
49,49,9588,other,
50,50,9690,other,
51,51,9938,other,
52,52,10127,other,
53,53,10506,first,8
54,54,10701,other,
55,55,10803,first,1
56,56,11044,other,
57,57,11145,other,
58,58,11251,other,
59,59,11613,first,3
60,60,11814,other,
61,61,12191,other,
62,62,12381,other,
63,63,12489,other,
64,64,12935,other,
65,65,13105,other,
66,66,14035,first,6
67,67,14212,first,0
68,68,14580,other,
69,69,14752,first,1
70,70,15181,other,
71,71,15352,other,
72,72,15794,first,2
73,73,15980,other,
74,74,16083,first,1
75,75,16344,other,
76,76,16446,other,
77,77,16649,other,
78,78,17491,other,
79,79,17668,other,
80,80,18031,other,
81,81,18213,other,
82,82,18314,other,
83,83,18654,other,
84,84,18843,other,
85,85,19185,other,
86,86,19286,other,
87,87,19468,other,
88,88,19891,other,
89,89,20069,other,
90,90,20338,other,
91,91,20603,other,
92,92,20706,other,
93,93,20908,other,
94,94,21087,other,
95,95,21349,other,
96,96,21539,other,
97,97,21643,other,
98,98,21915,other,
99,99,22096,other,
100,100,23057,other,
101,101,23233,other,
102,102,23341,other,
103,103,23882,other,
104,104,23986,other,
105,105,24164,other,
106,106,24789,other,
107,107,24891,other,
108,108,25078,other,
109,109,25450,other,
110,110,25628,other,
111,111,26269,other,
112,112,26432,other,
113,113,26555,other,
114,114,26674,other,
115,115,27087,other,
116,116,27210,other,
117,117,27412,other,
118,118,27820,other,
119,119,27925,other,
120,120,28112,other,
121,121,28359,other,
122,122,28540,other,
123,123,28925,other,
124,124,29035,other,
125,125,29141,other,
126,126,29477,other,
127,127,29596,other,
128,128,29703,other,
129,129,29818,other,
130,130,30109,other,
131,131,30280,other,
132,132,30387,other,
133,133,30494,other,
134,134,30794,other,
135,135,30963,other,
136,136,31096,other,
137,137,31434,other,
138,138,31536,other,
139,139,31684,other,
140,140,31789,other,
141,141,32436,other,
142,142,32602,other,
143,143,32944,other,
144,144,33047,other,
145,145,33238,other,
146,146,33475,other,
147,147,33579,other,
148,148,33784,other,
149,149,34179,other,
150,150,34280,other,
151,151,34468,other,
152,152,34899,other,
153,153,35021,other,
154,154,35237,other,
155,155,35533,other,
156,156,35638,other,
157,157,35742,other,
158,158,35848,other,
159,159,36102,other,
160,160,36203,other,
161,161,36312,other,
162,162,36422,other,
163,163,36619,other,
164,164,36722,other,
165,165,36915,other,
166,166,37189,other,
167,167,37292,other,
168,168,37481,other,
169,169,37732,other,
170,170,37834,other,
171,171,37936,other,
172,172,38037,other,
173,173,38298,other,
174,174,38473,other,
175,175,38582,other,
176,176,38895,other,
177,177,39074,other,
178,178,39391,other,
179,179,39583,other,
180,180,39687,other,
181,181,39910,other,
182,182,40011,other,
183,183,40202,other,
184,184,40415,other,
185,185,40605,other,
186,186,40713,other,
187,187,40939,other,
188,188,41042,other,
189,189,41149,other,
190,190,41295,other,
191,191,41511,other,
192,192,41620,other,
193,193,41818,other,
194,194,42024,other,
195,195,42222,other,
196,196,42337,other,
197,197,42535,other,
198,198,42637,other,
199,199,42832,other,
200,200,43011,other,
201,201,43112,other,
202,202,43301,other,
203,203,43667,other,
204,204,43857,other,
205,205,43958,other,
206,206,44211,other,
207,207,44395,other,
208,208,44497,other,
209,209,44680,other,
210,210,44782,other,
211,211,44980,other,
212,212,45177,other,
213,213,45367,other,
214,214,45473,other,
215,215,45647,other,
216,216,45752,other,
217,217,45932,other,
218,218,46061,other,
219,219,46164,other,
220,220,46429,other,
221,221,46570,other,
222,222,46833,other,
223,223,47189,other,
224,224,47699,other,
225,225,47875,other,
226,226,48837,other,
227,227,48998,other,
228,228,49175,other,
229,229,49506,other,
230,230,49690,other,
231,231,50051,other,
232,232,50227,other,
233,233,50498,other,
234,234,50682,other,
235,235,51016,other,
236,236,51199,other,
237,237,51353,other,
238,238,51586,other,
239,239,51745,other,
240,240,51848,other,
241,241,52819,other,
242,242,52996,other,
243,243,53252,other,
244,244,53411,other,
245,245,53697,other,
246,246,53869,other,
247,247,54064,other,
248,248,54262,other,
249,249,54436,other,
250,250,54539,other,
251,251,54712,other,
252,252,54891,other,
253,253,55191,other,
254,254,55380,other,
255,255,55481,other,
256,256,55636,other,
257,257,55738,other,
258,258,55936,other,
259,259,56111,other,
260,260,56326,other,
261,261,56431,other,
262,262,56554,other,
263,263,56657,other,
264,264,56771,other,
265,265,56888,other,
266,266,57132,other,
267,267,57235,other,
268,268,57877,other,
269,269,57979,other,
270,270,58153,other,
271,271,58313,other,
272,272,58491,other,
273,273,58766,other,
274,274,58963,other,
275,275,59190,other,
276,276,59377,other,
277,277,59583,other,
278,278,59687,other,
279,279,59880,other,
280,280,59985,other,
281,281,60158,other,
282,282,60354,other,
283,283,60526,other,
284,284,60820,other,
285,285,60921,other,
286,286,61025,other,
287,287,61150,other,
288,288,61389,other,
289,289,61576,other,
290,290,61681,other,
291,291,61955,other,
292,292,62132,other,
293,293,62392,other,
294,294,62575,other,
295,295,62845,other,
296,296,63026,other,
297,297,63281,other,
298,298,63454,other,
299,299,63763,other,
300,300,63944,other,
301,301,64200,other,
302,302,64384,other,
303,303,64670,other,
304,304,64776,other,
305,305,64956,other,
306,306,65085,other,
307,307,65255,other,
308,308,65548,other,
309,309,65664,other,
310,310,65847,other,
311,311,66103,other,
312,312,66532,other,
313,313,66774,other,
314,314,66946,other,
315,315,67102,other,
316,316,67271,other,
317,317,67522,other,
318,318,67678,other,
319,319,67915,other,
320,320,68071,other,
321,321,68295,other,
322,322,68452,other,
323,323,68707,other,
324,324,68875,other,
325,325,69013,other,
326,326,69218,other,
327,327,69367,other,
328,328,69573,other,
329,329,69732,other,
330,330,69992,other,
331,331,70175,other,
332,332,71035,other,
333,333,71215,other,
334,334,71547,other,
335,335,72077,other,
336,336,72239,other,
337,337,72425,other,
338,338,72593,other,
339,339,72843,other,
340,340,72945,other,
341,341,73547,other,
342,342,73713,other,
343,343,74005,other,
344,344,74169,other,
345,345,74472,other,
346,346,74636,other,
347,347,74906,other,
348,348,75077,other,
349,349,75186,other,
350,350,75378,other,
351,351,75541,other,
352,352,75776,other,
353,353,75950,other,
354,354,76177,other,
355,355,76379,other,
356,356,76485,other,
357,357,76646,other,
