,keystroke_idx,time,type,prev_keystrokes
0,0,139,first,0
1,1,338,other,
2,2,782,other,
3,3,899,other,
4,4,1018,other,
5,5,1223,other,
6,6,1341,first,5
7,7,1819,first,0
8,8,1941,other,
9,9,2384,other,
10,10,2491,other,
11,11,2598,first,3
12,12,2982,first,0
13,13,3094,other,
14,14,3199,other,
15,15,3674,other,
16,16,3803,other,
17,17,3919,other,
18,18,4069,other,
19,19,4265,first,6
20,20,4834,first,0
21,21,4985,other,
22,22,5208,other,
23,23,5421,other,
24,24,6169,first,3
25,25,6321,other,
26,26,6455,other,
27,27,6576,first,2
28,28,6709,other,
29,29,6832,first,1
30,30,6968,other,
31,31,7477,other,
32,32,7578,other,
33,33,7690,first,3
34,34,7850,other,
35,35,8286,first,1
36,36,8402,other,
37,37,8504,other,
38,38,8990,other,
39,39,9118,other,
40,40,9251,other,
41,41,9369,other,
42,42,9494,other,
43,43,9611,other,
44,44,9738,other,
45,45,9876,other,
46,46,10020,other,
47,47,10149,other,
48,48,10970,first,12
49,49,11123,other,
50,50,11277,first,1
51,51,11421,other,
52,52,11563,first,1
53,53,11707,other,
54,54,11858,other,
55,55,12486,other,
56,56,12617,other,
57,57,12720,other,
58,58,12892,other,
59,59,13041,other,
60,60,13180,other,
61,61,13282,other,
62,62,13443,other,
63,63,13904,first,10
64,64,14087,first,0
65,65,14328,other,
66,66,14481,other,
67,67,14595,first,2
68,68,14733,other,
69,69,14868,other,
70,70,14984,other,
71,71,15110,other,
72,72,15312,other,
73,73,15440,first,5
74,74,16118,first,0
75,75,16238,other,
76,76,16358,other,
77,77,16480,other,
78,78,16597,other,
79,79,16716,other,
80,80,16833,other,
81,81,16984,first,6
82,82,17702,other,
83,83,17828,other,
84,84,17949,other,
85,85,18069,other,
86,86,18186,other,
87,87,18302,other,
88,88,18436,other,
89,89,19065,other,
90,90,19170,other,
91,91,19329,other,
92,92,19451,other,
93,93,19573,other,
94,94,19686,other,
95,95,19812,other,
96,96,19913,other,
97,97,20460,other,
98,98,20573,other,
99,99,20680,other,
