,keystroke_idx,time,type,prev_keystrokes
0,0,93,first,0
1,1,220,other,
2,2,802,other,
3,3,927,other,
4,4,1043,other,
5,5,1155,other,
6,6,1676,first,5
7,7,1804,other,
8,8,1935,other,
9,9,2064,other,
10,10,2616,first,3
11,11,2739,other,
12,12,2857,first,1
13,13,2973,other,
14,14,3446,other,
15,15,3565,other,
16,16,3681,other,
17,17,3805,other,
18,18,4431,first,5
19,19,4589,other,
20,20,4715,other,
21,21,4853,first,2
22,22,5569,first,0
23,23,5688,other,
24,24,5819,first,1
25,25,5946,other,
26,26,6494,other,
27,27,6629,first,2
28,28,6761,other,
29,29,6890,first,1
30,30,7393,other,
31,31,7572,other,
32,32,7752,first,2
33,33,7910,other,
34,34,8673,first,1
35,35,8813,other,
36,36,8987,other,
37,37,9137,other,
38,38,9944,other,
39,39,10100,other,
40,40,10259,first,5
41,41,10396,other,
42,42,10856,first,1
43,43,11026,other,
44,44,11162,other,
45,45,11277,first,2
46,46,11642,first,0
47,47,11764,other,
48,48,11887,other,
49,49,11998,other,
50,50,12518,other,
51,51,12634,other,
52,52,12749,other,
53,53,12873,other,
54,54,13343,other,
55,55,13490,other,
56,56,13612,first,9
57,57,13732,other,
58,58,14197,first,1
59,59,14334,other,
60,60,14465,other,
61,61,14599,first,2
62,62,15215,other,
63,63,15402,first,1
64,64,15555,other,
65,65,15678,other,
66,66,16251,first,2
67,67,16356,other,
68,68,16470,other,
69,69,16575,other,
70,70,17706,other,
71,71,17822,other,
72,72,17929,other,
73,73,18037,other,
74,74,18794,other,
75,75,18912,other,
76,76,19029,other,
77,77,19141,other,
78,78,19550,other,
79,79,19673,other,
80,80,19793,other,
81,81,19900,other,
82,82,20649,other,
83,83,20771,other,
84,84,20887,other,
85,85,21022,other,
86,86,21663,other,
87,87,21785,other,
88,88,21944,other,
89,89,22163,other,
90,90,23334,other,
91,91,23456,other,
92,92,23579,other,
93,93,23703,other,
94,94,24231,other,
95,95,24373,other,
96,96,24494,other,
97,97,24665,other,
98,98,25089,other,
99,99,25234,other,
100,100,25360,other,
101,101,25482,other,
102,102,26158,other,
103,103,26278,other,
104,104,26392,other,
105,105,26499,other,
106,106,27207,other,
107,107,27325,other,
108,108,27441,other,
109,109,27551,other,
110,110,28438,other,
111,111,28543,other,
112,112,28652,other,
113,113,28758,other,
114,114,29438,other,
115,115,29547,other,
116,116,29650,other,
117,117,29753,other,
118,118,30556,other,
119,119,30659,other,
120,120,30773,other,
121,121,30886,other,
122,122,31361,other,
123,123,31477,other,
124,124,31578,other,
125,125,31686,other,
126,126,32662,other,
127,127,32776,other,
128,128,32882,other,
129,129,32992,other,
130,130,33528,other,
131,131,33642,other,
132,132,33747,other,
133,133,33852,other,
134,134,34378,other,
135,135,34491,other,
136,136,34603,other,
137,137,34729,other,
138,138,35507,other,
139,139,35894,other,
140,140,36012,other,
141,141,36130,other,
142,142,36240,other,
143,143,37091,other,
144,144,37201,other,
145,145,37307,other,
146,146,37414,other,
147,147,38122,other,
148,148,38235,other,
149,149,38345,other,
150,150,38446,other,
151,151,39020,other,
152,152,39122,other,
153,153,39340,other,
154,154,39905,other,
155,155,40025,other,
156,156,40149,other,
157,157,40285,other,
158,158,40982,other,
159,159,41089,other,
160,160,41201,other,
161,161,41311,other,
162,162,42649,other,
163,163,42758,other,
164,164,42871,other,
165,165,42982,other,
166,166,43918,other,
167,167,44039,other,
168,168,44152,other,
169,169,44270,other,
170,170,44681,other,
171,171,44801,other,
172,172,44908,other,
173,173,45016,other,
174,174,45400,other,
175,175,45518,other,
176,176,45623,other,
177,177,45727,other,
178,178,46223,other,
179,179,46324,other,
180,180,46426,other,
181,181,47152,other,
182,182,47258,other,
183,183,47383,other,
184,184,47490,other,
185,185,47852,other,
186,186,47967,other,
187,187,48103,other,
188,188,48277,other,
189,189,49138,other,
190,190,49241,other,
191,191,49348,other,
192,192,49458,other,
193,193,50344,other,
194,194,50449,other,
195,195,50550,other,
196,196,51190,other,
197,197,51299,other,
198,198,51435,other,
199,199,51562,other,
200,200,52510,other,
201,201,52938,other,
202,202,53041,other,
203,203,53153,other,
204,204,53258,other,
205,205,53657,other,
206,206,53759,other,
